cup_year,stage,cid1,cid2,pid,goal,penalty,time
1962,1/4 Finals,20,11,1377,1,,26'
1962,1/4 Finals,20,11,5771,1,,29'
1962,1/4 Finals,12,2,5531,1,,85'
1962,Semifinals,20,1,2434,1,,9'
1962,Semifinals,20,1,2434,1,,32'
1962,Semifinals,20,1,6636,1,,42'
1962,Semifinals,20,1,6878,1,,47'
1962,Semifinals,20,1,5960,1,,61'
1962,Semifinals,20,1,6878,1,,78'
1962,Semifinals,12,18,3341,1,,48'
1962,Semifinals,12,18,3212,1,,69'
1962,Semifinals,12,18,6027,1,,80'
1962,Semifinals,12,18,6027,1,,84'
1962,3rd Place,20,12,5771,1,,90'
1962,Final Game,1,18,4261,1,,15'
1962,Final Game,1,18,284,1,,17'
1962,Final Game,1,18,6878,1,,69'
1958,"1st Round, Group 1",4,2,1512,1,,2'
1958,"1st Round, Group 1",4,2,5553,1,,32'
1958,"1st Round, Group 1",4,2,6080,1,,40'
1958,"1st Round, Group 1",4,2,5553,1,,79'
1958,"1st Round, Group 4",1,19,4864,1,,38'
1958,"1st Round, Group 2",7,22,285,1,,20'
1958,"1st Round, Group 2",7,22,2298,1,,24'
1958,"1st Round, Group 2",7,22,2298,1,,30'
1958,"1st Round, Group 2",7,22,285,1,,44'
1958,"1st Round, Group 2",7,22,5794,1,,50'
1958,"1st Round, Group 2",7,22,5354,1,,52'
1958,"1st Round, Group 2",7,22,7131,1,,61'
1958,"1st Round, Group 2",7,22,2298,1,,67'
1958,"1st Round, Group 2",7,22,3620,1,,70'
1958,"1st Round, Group 2",7,22,6971,1,,83'
1958,"1st Round, Group 3",16,53,954,1,,5'
1958,"1st Round, Group 3",16,53,1335,1,,27'
1958,"1st Round, Group 1",39,18,1609,1,,20'
1958,"1st Round, Group 4",11,6,6218,1,,13'
1958,"1st Round, Group 4",11,6,3108,1,,55'
1958,"1st Round, Group 4",11,6,3461,1,,66'
1958,"1st Round, Group 4",11,6,2262,1,,85'
1958,"1st Round, Group 2",12,30,5317,1,,6'
1958,"1st Round, Group 2",12,30,4694,1,,49'
1958,"1st Round, Group 3",10,13,6217,1,,17'
1958,"1st Round, Group 3",10,13,3925,1,,57'
1958,"1st Round, Group 3",10,13,6217,1,,64'
1958,"1st Round, Group 1",2,18,1957,1,,24'
1958,"1st Round, Group 1",2,18,6022,1,,43'
1958,"1st Round, Group 1",2,18,5553,1,,59'
1958,"1st Round, Group 1",4,39,4360,1,,3'
1958,"1st Round, Group 1",4,39,1512,1,,38'
1958,"1st Round, Group 1",4,39,4412,1,,55'
1958,"1st Round, Group 1",4,39,473,1,,59'
1958,"1st Round, Group 3",13,53,234,1,,32'
1958,"1st Round, Group 3",13,53,698,1,,89'
1958,"1st Round, Group 2",22,30,95,1,,4'
1958,"1st Round, Group 2",22,30,4656,1,,24'
1958,"1st Round, Group 2",22,30,5599,1,,45'
1958,"1st Round, Group 2",22,30,5177,1,,73'
1958,"1st Round, Group 2",22,30,1481,1,,76'
1958,"1st Round, Group 4",11,19,3054,1,,15'
1958,"1st Round, Group 4",11,19,3112,1,,63'
1958,"1st Round, Group 2",12,7,2298,1,,4'
1958,"1st Round, Group 2",12,7,5317,1,,16'
1958,"1st Round, Group 2",12,7,6925,1,,63'
1958,"1st Round, Group 2",12,7,2298,1,,85'
1958,"1st Round, Group 2",12,7,6925,1,,88'
1958,"1st Round, Group 3",10,16,2773,1,,34'
1958,"1st Round, Group 3",10,16,2773,1,,55'
1958,"1st Round, Group 3",10,16,6595,1,,77'
1958,"1st Round, Group 1",2,39,4360,1,,19'
1958,"1st Round, Group 1",2,39,5553,1,,20'
1958,"1st Round, Group 1",2,39,4360,1,,60'
1958,"1st Round, Group 1",2,39,6080,1,,79'
1958,"1st Round, Group 4",1,11,6878,1,,3'
1958,"1st Round, Group 4",1,11,6878,1,,77'
1958,"1st Round, Group 1",18,4,1957,1,,8'
1958,"1st Round, Group 1",18,4,2977,1,,17'
1958,"1st Round, Group 1",18,4,1512,1,,40'
1958,"1st Round, Group 1",18,4,2240,1,,65'
1958,"1st Round, Group 1",18,4,2977,1,,69'
1958,"1st Round, Group 2",7,30,3620,1,,22'
1958,"1st Round, Group 2",7,30,2298,1,,44'
1958,"1st Round, Group 2",7,30,537,1,,66'
1958,"1st Round, Group 3",16,13,6595,1,,19'
1958,"1st Round, Group 3",16,13,6595,1,,46'
1958,"1st Round, Group 3",16,13,5971,1,,54'
1958,"1st Round, Group 3",16,13,720,1,,69'
1958,"1st Round, Group 4",6,19,3598,1,,16'
1958,"1st Round, Group 4",6,19,2825,1,,56'
1958,"1st Round, Group 4",6,19,3580,1,,70'
1958,"1st Round, Group 4",6,19,3461,1,,73'
1958,"1st Round, Group 2",22,12,4961,1,,12'
1958,"1st Round, Group 2",22,12,5177,1,,20'
1958,"1st Round, Group 2",22,12,6925,1,,29'
1958,"1st Round, Group 2",22,12,95,1,,49'
1958,"1st Round, Group 2",22,12,5556,1,,73'
1958,"1st Round, Group 2",22,12,5794,1,,80'
1958,"1st Round, Group 3",53,16,6595,1,,33'
1958,"1st Round, Group 3",53,16,234,1,,35'
1958,"1st Round, Group 3",53,16,4375,1,,76'
1958,"1st Round, Group 1",39,18,4360,1,,19'
1958,"1st Round, Group 1",39,18,4360,1,,44'
1958,"1st Round, Group 4",11,6,3054,1,,68'
1958,1/4 Finals,2,12,5553,1,,12'
1958,1/4 Finals,1,53,5251,1,,66'
1958,1/4 Finals,7,39,7131,1,,22'
1958,1/4 Finals,7,39,2298,1,,55'
1958,1/4 Finals,7,39,2298,1,,63'
1958,1/4 Finals,7,39,5354,1,,68'
1958,1/4 Finals,10,11,2773,1,,49'
1958,1/4 Finals,10,11,6217,1,,88'
1958,Semifinals,2,10,6022,1,,24'
1958,Semifinals,2,10,6238,1,,32'
1958,Semifinals,2,10,2650,1,,81'
1958,Semifinals,2,10,2773,1,,88'
1958,Semifinals,7,1,6878,1,,2'
1958,Semifinals,7,1,2298,1,,9'
1958,Semifinals,7,1,1809,1,,39'
1958,Semifinals,7,1,5251,1,,52'
1958,Semifinals,7,1,5251,1,,64'
1958,Semifinals,7,1,5251,1,,75'
1958,Semifinals,7,1,5354,1,,83'
1958,3rd Place,2,7,2298,1,,16'
1958,3rd Place,2,7,1426,1,,18'
1958,3rd Place,2,7,3620,1,,27'
1958,3rd Place,2,7,2298,1,,36'
1958,3rd Place,2,7,1909,1,,50'
1958,3rd Place,2,7,5553,1,,52'
1958,3rd Place,2,7,2298,1,,78'
1958,3rd Place,2,7,6022,1,,84'
1958,3rd Place,2,7,2298,1,,89'
1958,Final Game,10,1,3925,1,,4'
1958,Final Game,10,1,6878,1,,9'
1958,Final Game,10,1,6878,1,,32'
1958,Final Game,10,1,5251,1,,55'
1958,Final Game,10,1,6217,1,,68'
1958,Final Game,10,1,5251,1,,80'
1954,"1st Round, Group 3",19,30,5469,1,,33'
1954,"1st Round, Group 1",1,13,569,1,,23'
1954,"1st Round, Group 1",1,13,1809,1,,30'
1954,"1st Round, Group 1",1,13,5370,1,,34'
1954,"1st Round, Group 1",1,13,5370,1,,43'
1954,"1st Round, Group 1",1,13,3305,1,,69'
1954,"1st Round, Group 1",12,7,4496,1,,15'
1954,"1st Round, Group 3",9,18,4458,1,,71'
1954,"1st Round, Group 3",9,18,6029,1,,84'
1954,"1st Round, Group 2",2,34,6436,1,,2'
1954,"1st Round, Group 2",2,34,6022,1,,14'
1954,"1st Round, Group 2",2,34,3561,1,,52'
1954,"1st Round, Group 2",2,34,7050,1,,60'
1954,"1st Round, Group 2",2,34,4616,1,,84'
1954,"1st Round, Group 2",16,26,3790,1,,12'
1954,"1st Round, Group 2",16,26,3576,1,,18'
1954,"1st Round, Group 2",16,26,3576,1,,24'
1954,"1st Round, Group 2",16,26,3576,1,,36'
1954,"1st Round, Group 2",16,26,1615,1,,50'
1954,"1st Round, Group 2",16,26,5126,1,,59'
1954,"1st Round, Group 2",16,26,5126,1,,75'
1954,"1st Round, Group 4",6,14,364,1,,5'
1954,"1st Round, Group 4",6,14,1001,1,,26'
1954,"1st Round, Group 4",6,14,3967,1,,36'
1954,"1st Round, Group 4",6,14,1001,1,,63'
1954,"1st Round, Group 4",6,14,1511,1,,67'
1954,"1st Round, Group 4",6,14,364,1,,71'
1954,"1st Round, Group 4",6,14,3967,1,,91'
1954,"1st Round, Group 4",6,14,1805,-1,,94'
1954,"1st Round, Group 4",21,3,563,1,,18'
1954,"1st Round, Group 4",21,3,883,1,,44'
1954,"1st Round, Group 4",21,3,2991,1,,78'
1954,"1st Round, Group 3",19,18,6396,1,,3'
1954,"1st Round, Group 3",19,18,5469,1,,4'
1954,"1st Round, Group 3",19,18,5469,1,,21'
1954,"1st Round, Group 3",19,18,5469,1,,24'
1954,"1st Round, Group 3",19,18,6396,1,,65'
1954,"1st Round, Group 1",1,12,1809,1,,48'
1954,"1st Round, Group 1",7,13,6971,1,,19'
1954,"1st Round, Group 1",7,13,1202,-1,,46'
1954,"1st Round, Group 1",7,13,3772,1,,54'
1954,"1st Round, Group 1",7,13,552,1,,85'
1954,"1st Round, Group 1",7,13,3620,1,,88'
1954,"1st Round, Group 3",9,30,898,1,,17'
1954,"1st Round, Group 3",9,30,4458,1,,30'
1954,"1st Round, Group 3",9,30,898,1,,47'
1954,"1st Round, Group 3",9,30,5,1,,54'
1954,"1st Round, Group 3",9,30,898,1,,57'
1954,"1st Round, Group 3",9,30,4458,1,,83'
1954,"1st Round, Group 3",9,30,5,1,,85'
1954,"1st Round, Group 2",16,2,3576,1,,3'
1954,"1st Round, Group 2",16,2,3576,1,,17'
1954,"1st Round, Group 2",16,2,5346,1,,21'
1954,"1st Round, Group 2",16,2,2904,1,,25'
1954,"1st Round, Group 2",16,2,2904,1,,52'
1954,"1st Round, Group 2",16,2,3576,1,,54'
1954,"1st Round, Group 2",16,2,6658,1,,69'
1954,"1st Round, Group 2",16,2,5553,1,,75'
1954,"1st Round, Group 2",16,2,3576,1,,77'
1954,"1st Round, Group 2",16,2,2891,1,,78'
1954,"1st Round, Group 4",6,21,4671,1,,43'
1954,"1st Round, Group 4",6,21,7116,1,,69'
1954,"1st Round, Group 4",3,14,5134,1,,41'
1954,"1st Round, Group 4",3,14,2398,1,,48'
1954,"1st Round, Group 4",3,14,2346,1,,58'
1954,"1st Round, Group 4",3,14,3999,1,,78'
1954,"1st Round, Group 4",3,14,364,1,,81'
1954,"1st Round, Group 2",34,26,6436,1,,10'
1954,"1st Round, Group 2",34,26,3718,1,,18'
1954,"1st Round, Group 2",34,26,6436,1,,30'
1954,"1st Round, Group 2",34,26,1068,1,,37'
1954,"1st Round, Group 2",34,26,1068,1,,64'
1954,"1st Round, Group 2",34,26,1068,1,,70'
1954,"1st Round, Group 2",34,26,3460,1,,76'
1954,"1st Round, Group 2",2,34,7050,1,,7'
1954,"1st Round, Group 2",2,34,6022,1,,12'
1954,"1st Round, Group 2",2,34,2098,1,,21'
1954,"1st Round, Group 2",2,34,4616,1,,30'
1954,"1st Round, Group 2",2,34,4616,1,,60'
1954,"1st Round, Group 2",2,34,7049,1,,62'
1954,"1st Round, Group 2",2,34,4616,1,,77'
1954,"1st Round, Group 2",2,34,6022,1,,79'
1954,"1st Round, Group 2",2,34,3718,1,,82'
1954,"1st Round, Group 4",21,3,2991,1,,14'
1954,"1st Round, Group 4",21,3,563,1,,48'
1954,"1st Round, Group 4",21,3,4814,1,,67'
1954,"1st Round, Group 4",21,3,2991,1,,85'
1954,"1st Round, Group 4",21,3,2173,1,,90'
1954,1/4 Finals,19,21,563,1,,16'
1954,1/4 Finals,19,21,2991,1,,17'
1954,1/4 Finals,19,21,2991,1,,19'
1954,1/4 Finals,19,21,7037,1,,25'
1954,1/4 Finals,19,21,3581,1,,26'
1954,1/4 Finals,19,21,7037,1,,27'
1954,1/4 Finals,19,21,4949,1,,32'
1954,1/4 Finals,19,21,3581,1,,34'
1954,1/4 Finals,19,21,563,1,,39'
1954,1/4 Finals,19,21,7037,1,,53'
1954,1/4 Finals,19,21,2991,1,,58'
1954,1/4 Finals,19,21,5469,1,,76'
1954,1/4 Finals,9,6,898,1,,5'
1954,1/4 Finals,9,6,3967,1,,16'
1954,1/4 Finals,9,6,6857,1,,39'
1954,1/4 Finals,9,6,6029,1,,46'
1954,1/4 Finals,9,6,2262,1,,67'
1954,1/4 Finals,9,6,287,1,,78'
1954,1/4 Finals,2,12,2965,-1,,9'
1954,1/4 Finals,2,12,5553,1,,85'
1954,1/4 Finals,16,1,2904,1,,4'
1954,1/4 Finals,16,1,3576,1,,7'
1954,1/4 Finals,16,1,1846,1,,18'
1954,1/4 Finals,16,1,3790,1,,60'
1954,1/4 Finals,16,1,3305,1,,65'
1954,1/4 Finals,16,1,3576,1,,88'
1954,Semifinals,2,19,6022,1,,31'
1954,Semifinals,2,19,4616,1,,47'
1954,Semifinals,2,19,5469,1,,51'
1954,Semifinals,2,19,7049,1,,54'
1954,Semifinals,2,19,7050,1,,61'
1954,Semifinals,2,19,7049,1,,64'
1954,Semifinals,2,19,7050,1,,89'
1954,Semifinals,16,9,1615,1,,13'
1954,Semifinals,16,9,2904,1,,46'
1954,Semifinals,16,9,2941,1,,75'
1954,Semifinals,16,9,2941,1,,86'
1954,Semifinals,16,9,3576,1,,111'
1954,Semifinals,16,9,3576,1,,116'
1954,3rd Place,9,19,6396,1,,16'
1954,3rd Place,9,19,2941,1,,22'
1954,3rd Place,9,19,1579,-1,,59'
1954,3rd Place,9,19,4949,1,,89'
1954,Final Game,16,2,1615,1,,6'
1954,Final Game,16,2,4616,1,,8'
1954,Final Game,16,2,5553,1,,10'
1954,Final Game,16,2,5553,1,,18'
1950,"1st Round, Group 1",1,13,71,1,,30'
1950,"1st Round, Group 1",1,13,3140,1,,65'
1950,"1st Round, Group 1",1,13,569,1,,71'
1950,"1st Round, Group 1",1,13,71,1,,79'
1950,"1st Round, Group 2",5,23,5159,1,,17'
1950,"1st Round, Group 2",5,23,3038,1,,81'
1950,"1st Round, Group 2",5,23,626,1,,83'
1950,"1st Round, Group 2",6,20,4621,1,,39'
1950,"1st Round, Group 2",6,20,4147,1,,51'
1950,"1st Round, Group 1",12,21,4513,1,,59'
1950,"1st Round, Group 1",12,21,6627,1,,70'
1950,"1st Round, Group 1",12,21,4960,1,,84'
1950,"1st Round, Group 3",10,3,1196,1,,7'
1950,"1st Round, Group 3",10,3,3210,1,,25'
1950,"1st Round, Group 3",10,3,336,1,,34'
1950,"1st Round, Group 3",10,3,3210,1,,69'
1950,"1st Round, Group 3",10,3,4654,1,,79'
1950,"1st Round, Group 1",1,21,226,1,,3'
1950,"1st Round, Group 1",1,21,2173,1,,17'
1950,"1st Round, Group 1",1,21,569,1,,32'
1950,"1st Round, Group 1",1,21,2173,1,,88'
1950,"1st Round, Group 1",12,13,846,1,,20'
1950,"1st Round, Group 1",12,13,1128,1,,23'
1950,"1st Round, Group 1",12,13,1128,1,,51'
1950,"1st Round, Group 1",12,13,6627,1,,81'
1950,"1st Round, Group 1",12,13,5046,1,,89'
1950,"1st Round, Group 2",5,20,626,1,,17'
1950,"1st Round, Group 3",10,22,6459,1,,17'
1950,"1st Round, Group 3",10,22,5123,1,,26'
1950,"1st Round, Group 3",10,22,3993,1,,35'
1950,"1st Round, Group 3",10,22,3981,1,,74'
1950,"1st Round, Group 2",23,6,2372,1,,38'
1950,"1st Round, Group 1",1,12,71,1,,4'
1950,"1st Round, Group 2",20,23,5730,1,,16'
1950,"1st Round, Group 2",20,23,1558,1,,32'
1950,"1st Round, Group 2",20,23,7047,1,,47'
1950,"1st Round, Group 2",20,23,4057,1,,48'
1950,"1st Round, Group 2",20,23,5464,1,,54'
1950,"1st Round, Group 2",20,23,1558,1,,60'
1950,"1st Round, Group 2",20,23,5682,1,,82'
1950,"1st Round, Group 3",3,22,1196,1,,12'
1950,"1st Round, Group 3",3,22,5134,1,,63'
1950,"1st Round, Group 1",21,13,513,1,,10'
1950,"1st Round, Group 1",21,13,367,1,,44'
1950,"1st Round, Group 1",21,13,1244,1,,89'
1950,"1st Round, Group 4",9,68,4458,1,,14'
1950,"1st Round, Group 4",9,68,6938,1,,18'
1950,"1st Round, Group 4",9,68,6029,1,,23'
1950,"1st Round, Group 4",9,68,4458,1,,40'
1950,"1st Round, Group 4",9,68,4458,1,,51'
1950,"1st Round, Group 4",9,68,6029,1,,54'
1950,"1st Round, Group 4",9,68,5291,1,,83'
1950,"1st Round, Group 4",9,68,2488,1,,87'
1950,Final Round,1,10,71,1,,17'
1950,Final Round,1,10,71,1,,36'
1950,Final Round,1,10,1359,1,,39'
1950,Final Round,1,10,71,1,,52'
1950,Final Round,1,10,71,1,,58'
1950,Final Round,1,10,336,1,,67'
1950,Final Round,1,10,4138,1,,85'
1950,Final Round,1,10,1359,1,,88'
1950,Final Round,9,5,2488,1,,29'
1950,Final Round,9,5,626,1,,37'
1950,Final Round,9,5,626,1,,39'
1950,Final Round,9,5,6857,1,,73'
1950,Final Round,1,5,5180,-1,,15'
1950,Final Round,1,5,3140,1,,21'
1950,Final Round,1,5,1359,1,,31'
1950,Final Round,1,5,1359,1,,55'
1950,Final Round,1,5,71,1,,57'
1950,Final Round,1,5,3038,1,,67'
1950,Final Round,9,10,5123,1,,5'
1950,Final Round,9,10,2488,1,,39'
1950,Final Round,9,10,6459,1,,40'
1950,Final Round,9,10,4458,1,,77'
1950,Final Round,9,10,4458,1,,85'
1950,Final Round,10,5,6459,1,,15'
1950,Final Round,10,5,4390,1,,33'
1950,Final Round,10,5,5123,1,,80'
1950,Final Round,9,1,2337,1,,47'
1950,Final Round,9,1,6029,1,,66'
1950,Final Round,9,1,2488,1,,79'
1938,Round of 16,21,2,2442,1,,29'
1938,Round of 16,21,2,25,1,,43'
1938,Round of 16,1,15,3897,1,,18'
1938,Round of 16,1,15,6500,1,,23'
1938,Round of 16,1,15,5799,1,,25'
1938,Round of 16,1,15,5269,1,,44'
1938,Round of 16,1,15,7106,1,,53'
1938,Round of 16,1,15,7106,1,,59'
1938,Round of 16,1,15,5269,1,,71'
1938,Round of 16,1,15,7106,1,,89'
1938,Round of 16,1,15,3897,1,,93'
1938,Round of 16,1,15,3897,1,,104'
1938,Round of 16,1,15,7106,1,,118'
1938,Round of 16,18,8,3639,1,,93'
1938,Round of 16,18,8,4796,1,,111'
1938,Round of 16,57,24,809,1,,35'
1938,Round of 16,57,24,6267,1,,44'
1938,Round of 16,57,24,4089,1,,69'
1938,Round of 16,57,24,586,1,,88'
1938,Round of 16,57,24,6267,1,,103'
1938,Round of 16,57,24,1860,1,,105'
1938,Round of 16,7,14,6884,1,,1'
1938,Round of 16,7,14,4837,1,,16'
1938,Round of 16,7,14,3092,1,,38'
1938,Round of 16,7,14,4837,1,,69'
1938,Round of 16,16,72,3586,1,,13'
1938,Round of 16,16,72,6620,1,,15'
1938,Round of 16,16,72,6002,1,,28'
1938,Round of 16,16,72,6002,1,,35'
1938,Round of 16,3,45,2226,1,,2'
1938,Round of 16,3,45,1027,1,,83'
1938,Round of 16,3,45,5377,1,,94'
1938,Round of 16,57,24,809,1,,35'
1938,Round of 16,57,24,6267,1,,44'
1938,Round of 16,57,24,4089,1,,69'
1938,Round of 16,57,24,586,1,,88'
1938,Round of 16,57,24,6267,1,,103'
1938,Round of 16,57,24,1860,1,,105'
1938,Round of 16,21,2,2746,1,,8'
1938,Round of 16,21,2,3964,-1,,22'
1938,Round of 16,21,2,7039,1,,42'
1938,Round of 16,21,2,795,1,,64'
1938,Round of 16,21,2,25,1,,75'
1938,Round of 16,21,2,25,1,,78'
1938,1/4 Finals,1,18,3897,1,,30'
1938,1/4 Finals,1,18,4796,1,,65'
1938,1/4 Finals,57,10,3440,1,,9'
1938,1/4 Finals,57,10,7088,1,,32'
1938,1/4 Finals,57,10,7088,1,,37'
1938,1/4 Finals,57,10,7088,1,,44'
1938,1/4 Finals,57,10,3440,1,,80'
1938,1/4 Finals,57,10,3440,1,,81'
1938,1/4 Finals,57,10,4918,1,,84'
1938,1/4 Finals,57,10,329,1,,90'
1938,1/4 Finals,16,21,6002,1,,40'
1938,1/4 Finals,3,7,1473,1,,9'
1938,1/4 Finals,3,7,2836,1,,10'
1938,1/4 Finals,3,7,5377,1,,51'
1938,1/4 Finals,3,7,5377,1,,72'
1938,1/4 Finals,1,18,3621,1,,25'
1938,1/4 Finals,1,18,3897,1,,57'
1938,1/4 Finals,1,18,5723,1,,63'
1938,Semifinals,1,3,1473,1,,51'
1938,Semifinals,1,3,4364,1,,60'
1938,Semifinals,1,3,5799,1,,87'
1938,Semifinals,16,10,4918,1,,1'
1938,Semifinals,16,10,6007,1,,19'
1938,Semifinals,16,10,6002,1,,37'
1938,3rd Place,1,10,3260,1,,28'
1938,3rd Place,1,10,4918,1,,38'
1938,3rd Place,1,10,5799,1,,44'
1938,3rd Place,1,10,3897,1,,63'
1938,3rd Place,1,10,3897,1,,74'
1938,3rd Place,1,10,5269,1,,80'
1938,Final Game,3,16,1473,1,,6'
1938,Final Game,3,16,6608,1,,8'
1938,Final Game,3,16,5377,1,,16'
1938,Final Game,3,16,1473,1,,35'
1938,Final Game,3,16,6002,1,,70'
1938,Final Game,3,16,5377,1,,82'
1934,Round of 16,2,14,3573,1,,25'
1934,Round of 16,2,14,7004,1,,29'
1934,Round of 16,2,14,7004,1,,43'
1934,Round of 16,2,14,6184,1,,49'
1934,Round of 16,2,14,1495,1,,66'
1934,Round of 16,2,14,1495,1,,70'
1934,Round of 16,2,14,1495,1,,87'
1934,Round of 16,19,7,4837,1,,18'
1934,Round of 16,19,7,6225,1,,44'
1934,Round of 16,19,7,6024,1,,93'
1934,Round of 16,19,7,794,1,,109'
1934,Round of 16,19,7,6919,1,,116'
1934,Round of 16,18,24,1860,1,,11'
1934,Round of 16,18,24,5480,1,,50'
1934,Round of 16,18,24,4796,1,,67'
1934,Round of 16,5,1,3080,1,,18'
1934,Round of 16,5,1,3080,1,,25'
1934,Round of 16,5,1,3785,1,,29'
1934,Round of 16,5,1,3897,1,,55'
1934,Round of 16,16,65,6563,1,,11'
1934,Round of 16,16,65,6620,1,,27'
1934,Round of 16,16,65,2177,1,,31'
1934,Round of 16,16,65,2177,1,,39'
1934,Round of 16,16,65,6973,1,,53'
1934,Round of 16,16,65,6620,1,,61'
1934,Round of 16,3,23,6030,1,,18'
1934,Round of 16,3,23,5038,1,,20'
1934,Round of 16,3,23,6030,1,,29'
1934,Round of 16,3,23,1890,1,,57'
1934,Round of 16,3,23,2223,1,,63'
1934,Round of 16,3,23,6030,1,,64'
1934,Round of 16,3,23,5038,1,,69'
1934,Round of 16,3,23,4364,1,,90'
1934,Round of 16,10,4,686,1,,4'
1934,Round of 16,10,4,3260,1,,9'
1934,Round of 16,10,4,2379,1,,48'
1934,Round of 16,10,4,3260,1,,67'
1934,Round of 16,10,4,3703,1,,79'
1934,Round of 16,21,8,3488,1,,7'
1934,Round of 16,21,8,6256,1,,19'
1934,Round of 16,21,8,3488,1,,43'
1934,Round of 16,21,8,25,1,,69'
1934,Round of 16,21,8,6899,1,,84'
1934,1/4 Finals,2,10,2942,1,,60'
1934,1/4 Finals,2,10,2942,1,,63'
1934,1/4 Finals,2,10,1948,1,,82'
1934,1/4 Finals,19,16,2967,1,,8'
1934,1/4 Finals,19,16,6002,1,,51'
1934,1/4 Finals,18,21,3488,1,,18'
1934,1/4 Finals,18,21,6481,1,,24'
1934,1/4 Finals,18,21,6481,1,,49'
1934,1/4 Finals,18,21,3132,1,,78'
1934,1/4 Finals,18,21,4796,1,,82'
1934,1/4 Finals,3,5,5614,1,,30'
1934,1/4 Finals,3,5,2223,1,,44'
1934,1/4 Finals,3,5,4364,1,,11'
1934,Semifinals,18,2,4796,1,,21'
1934,Semifinals,18,2,4875,1,,62'
1934,Semifinals,18,2,4796,1,,69'
1934,Semifinals,18,2,4796,1,,80'
1934,Semifinals,3,19,2671,1,,19'
1934,3rd Place,19,2,3880,1,,1'
1934,3rd Place,19,2,1495,1,,27'
1934,3rd Place,19,2,2967,1,,28'
1934,3rd Place,19,2,3880,1,,42'
1934,3rd Place,19,2,6132,1,,54'
1934,Final Game,3,18,5480,1,,76'
1934,Final Game,3,18,5038,1,,81'
1934,Final Game,3,18,6030,1,,95'
1930,"1st Round, Group 1",7,13,3820,1,,19'
1930,"1st Round, Group 1",7,13,3788,1,,40'
1930,"1st Round, Group 1",7,13,4251,1,,43'
1930,"1st Round, Group 1",7,13,1228,1,,70'
1930,"1st Round, Group 1",7,13,4251,1,,87'
1930,"1st Round, Group 4",23,14,4335,1,,23'
1930,"1st Round, Group 4",23,14,2284,1,,45'
1930,"1st Round, Group 4",23,14,5196,1,,69'
1930,"1st Round, Group 3",24,37,1767,1,,1'
1930,"1st Round, Group 3",24,37,6323,1,,75'
1930,"1st Round, Group 3",24,37,6350,1,,79'
1930,"1st Round, Group 3",24,37,3663,1,,89'
1930,"1st Round, Group 2",12,1,6606,1,,21'
1930,"1st Round, Group 2",12,1,680,1,,30'
1930,"1st Round, Group 2",12,1,5462,1,,62'
1930,"1st Round, Group 1",20,13,6937,1,,3'
1930,"1st Round, Group 1",20,13,5809,-1,,51'
1930,"1st Round, Group 1",20,13,6937,1,,65'
1930,"1st Round, Group 2",12,68,680,1,,60'
1930,"1st Round, Group 2",12,68,4211,1,,65'
1930,"1st Round, Group 2",12,68,680,1,,67'
1930,"1st Round, Group 2",12,68,7022,1,,85'
1930,"1st Round, Group 4",23,22,5196,1,,10'
1930,"1st Round, Group 4",23,22,5196,1,,15'
1930,"1st Round, Group 4",23,22,5196,1,,50'
1930,"1st Round, Group 3",9,37,1264,1,,60'
1930,"1st Round, Group 1",4,13,6343,1,,8'
1930,"1st Round, Group 1",4,13,6343,1,,12'
1930,"1st Round, Group 1",4,13,5809,1,,17'
1930,"1st Round, Group 1",4,13,6854,1,,42'
1930,"1st Round, Group 1",4,13,5809,1,,53'
1930,"1st Round, Group 1",4,13,2452,1,,55'
1930,"1st Round, Group 1",4,13,6343,1,,65'
1930,"1st Round, Group 1",20,7,6441,1,,65'
1930,"1st Round, Group 2",1,68,4532,1,,37'
1930,"1st Round, Group 2",1,68,5462,1,,67'
1930,"1st Round, Group 2",1,68,4532,1,,73'
1930,"1st Round, Group 2",1,68,5462,1,,83'
1930,"1st Round, Group 4",22,14,6865,1,,40'
1930,"1st Round, Group 3",9,24,1897,1,,7'
1930,"1st Round, Group 3",9,24,6018,1,,24'
1930,"1st Round, Group 3",9,24,366,1,,30'
1930,"1st Round, Group 3",9,24,1281,1,,35'
1930,"1st Round, Group 1",4,20,6343,1,,12'
1930,"1st Round, Group 1",4,20,6343,1,,13'
1930,"1st Round, Group 1",4,20,6441,1,,15'
1930,"1st Round, Group 1",4,20,2135,1,,51'
1930,Semifinals,4,23,6070,1,,20'
1930,Semifinals,4,23,6343,1,,56'
1930,Semifinals,4,23,5342,1,,69'
1930,Semifinals,4,23,5342,1,,80'
1930,Semifinals,4,23,6343,1,,85'
1930,Semifinals,4,23,1015,1,,87'
1930,Semifinals,9,12,6090,1,,4'
1930,Semifinals,9,12,1281,1,,18'
1930,Semifinals,9,12,366,1,,20'
1930,Semifinals,9,12,366,1,,31'
1930,Semifinals,9,12,3081,1,,61'
1930,Semifinals,9,12,1281,1,,67'
1930,Semifinals,9,12,1281,1,,72'
1930,Final Game,4,9,1897,1,,12'
1930,Final Game,4,9,5342,1,,20'
1930,Final Game,4,9,6343,1,,37'
1930,Final Game,4,9,1281,1,,57'
1930,Final Game,4,9,3081,1,,68'
1930,Final Game,4,9,1264,1,,89'
