cup_year,stage,cid1,cid2,pid,goal,penalty,time
1982,"1st Round, Group D",7,66,5399,1,,43'
1982,"1st Round, Group D",7,66,6234,1,,48'
1982,"1st Round, Group D",7,66,137,1,,75'
1982,"1st Round, Group D",7,66,928,1,,89'
1982,"1st Round, Group E",62,39,419,1,,9'
1982,"1st Round, Group E",62,39,3765,1,,60'
1982,"1st Round, Group C",14,16,6859,1,,27'
1982,"1st Round, Group C",14,16,1614,1,,76'
1982,"1st Round, Group A",15,37,6260,1,,55'
1982,"1st Round, Group A",15,37,3814,1,,58'
1982,"1st Round, Group A",15,37,881,1,,61'
1982,"1st Round, Group A",15,37,1055,1,,68'
1982,"1st Round, Group A",15,37,1434,1,,76'
1982,"1st Round, Group A",15,37,3747,1,,83'
1982,"1st Round, Group F",11,30,3276,1,,15'
1982,"1st Round, Group F",11,30,1378,1,,59'
1982,"1st Round, Group F",11,30,6156,1,,84'
1982,"1st Round, Group F",11,30,6318,1,,86'
1982,"1st Round, Group C",4,77,5192,1,,22'
1982,"1st Round, Group C",4,77,774,1,,54'
1982,"1st Round, Group F",1,61,2160,1,,28'
1982,"1st Round, Group F",1,61,6121,1,,31'
1982,"1st Round, Group A",3,31,2642,1,,60'
1982,"1st Round, Group A",3,31,4314,1,,61'
1982,"1st Round, Group B",41,20,441,1,,7'
1982,"1st Round, Group B",41,20,441,1,,31'
1982,"1st Round, Group B",41,20,737,1,,35'
1982,"1st Round, Group B",41,20,4795,1,,59'
1982,"1st Round, Group B",41,20,3904,1,,73'
1982,"1st Round, Group D",7,18,6234,1,,66'
1982,"1st Round, Group D",7,18,5136,1,,84'
1982,"1st Round, Group E",62,12,5337,1,,88'
1982,"1st Round, Group B",2,19,2988,1,,10'
1982,"1st Round, Group D",6,66,2318,1,,27'
1982,"1st Round, Group E",39,5,419,1,,47'
1982,"2nd Round, Group 4",19,7,2465,1,,39'
1982,"2nd Round, Group 1",15,14,881,1,,4'
1982,"2nd Round, Group 1",15,14,881,1,,26'
1982,"2nd Round, Group 1",15,14,881,1,,53'
1982,"2nd Round, Group 3",3,4,6538,1,,57'
1982,"2nd Round, Group 3",3,4,1113,1,,67'
1982,"2nd Round, Group 3",3,4,5192,1,,83'
1982,"2nd Round, Group 4",19,39,2769,1,,27'
1982,"2nd Round, Group 4",19,39,5345,1,,50'
1982,"2nd Round, Group 4",19,39,2915,1,,68'
1982,"2nd Round, Group 4",19,39,2769,1,,75'
1982,"2nd Round, Group 1",14,11,4956,1,,48'
1982,"2nd Round, Group 2",2,5,3945,1,,50'
1982,"2nd Round, Group 2",2,5,2265,1,,75'
1982,"2nd Round, Group 3",4,1,6121,1,,11'
1982,"2nd Round, Group 3",4,1,3319,1,,66'
1982,"2nd Round, Group 3",4,1,1802,1,,75'
1982,"2nd Round, Group 4",7,39,2516,1,,33'
1982,"2nd Round, Group 4",7,39,5737,1,,46'
1982,"2nd Round, Group 4",7,39,5737,1,,68'
1982,"2nd Round, Group 4",7,39,419,1,,75'
1982,"2nd Round, Group 4",7,39,2516,1,,80'
1982,"2nd Round, Group 3",3,1,5820,1,,5'
1982,"2nd Round, Group 3",3,1,6268,1,,12'
1982,"2nd Round, Group 3",3,1,5820,1,,25'
1982,"2nd Round, Group 3",3,1,2160,1,,68'
1982,"2nd Round, Group 3",3,1,5820,1,,74'
1982,Semifinals,2,7,3945,1,,17'
1982,Semifinals,2,7,5399,1,,26'
1982,Semifinals,2,7,6677,1,,92'
1982,Semifinals,2,7,2516,1,,98'
1982,Semifinals,2,7,5857,1,,102'
1982,Semifinals,2,7,2265,1,,108'
1982,Semifinals,2,7,3366,,1,
1982,Semifinals,2,7,2516,,1,
1982,Semifinals,2,7,981,,1,
1982,Semifinals,2,7,302,,1,
1982,Semifinals,2,7,6384,,0,
1982,Semifinals,2,7,5737,,1,
1982,Semifinals,2,7,3945,,1,
1982,Semifinals,2,7,6234,,0,
1982,Semifinals,2,7,5857,,1,
1982,Semifinals,2,7,5399,,1,
1982,Semifinals,2,7,2988,,1,
1982,Semifinals,2,7,928,,0,
1982,Semifinals,15,3,5820,1,,22'
1982,Semifinals,15,3,5820,1,,73'
1982,3rd Place,15,7,2515,1,,13'
1982,3rd Place,15,7,6494,1,,40'
1982,3rd Place,15,7,4107,1,,44'
1982,3rd Place,15,7,3729,1,,46'
1982,3rd Place,15,7,1544,1,,72'
1982,Final Game,3,2,5820,1,,57'
1982,Final Game,3,2,6538,1,,69'
1982,Final Game,3,2,260,1,,81'
1982,Final Game,3,2,981,1,,83'
1978,"1st Round, Group 1",4,16,1582,1,,10'
1978,"1st Round, Group 1",4,16,4046,1,,15'
1978,"1st Round, Group 1",4,16,774,1,,83'
1978,"1st Round, Group 1",3,7,3758,1,,1'
1978,"1st Round, Group 1",3,7,5820,1,,29'
1978,"1st Round, Group 2",52,13,6874,1,,45'
1978,"1st Round, Group 2",52,13,3332,1,,55'
1978,"1st Round, Group 2",52,13,2491,1,,79'
1978,"1st Round, Group 2",52,13,1908,1,,87'
1978,"1st Round, Group 3",19,5,6020,1,,9'
1978,"1st Round, Group 3",19,5,1633,1,,21'
1978,"1st Round, Group 3",19,5,3679,1,,76'
1978,"1st Round, Group 4",8,54,5641,1,,40'
1978,"1st Round, Group 4",8,54,5641,1,,62'
1978,"1st Round, Group 4",8,54,5641,1,,79'
1978,"1st Round, Group 4",37,30,3276,1,,14'
1978,"1st Round, Group 4",37,30,1598,1,,43'
1978,"1st Round, Group 4",37,30,1592,1,,71'
1978,"1st Round, Group 4",37,30,1592,1,,77'
1978,"1st Round, Group 3",10,1,6236,1,,37'
1978,"1st Round, Group 3",10,1,5626,1,,45'
1978,"1st Round, Group 2",2,13,4657,1,,15'
1978,"1st Round, Group 2",2,13,4659,1,,30'
1978,"1st Round, Group 2",2,13,5857,1,,38'
1978,"1st Round, Group 2",2,13,2275,1,,44'
1978,"1st Round, Group 2",2,13,5857,1,,73'
1978,"1st Round, Group 2",2,13,2275,1,,89'
1978,"1st Round, Group 1",4,7,5192,1,,45'
1978,"1st Round, Group 1",4,7,5399,1,,60'
1978,"1st Round, Group 1",4,7,4046,1,,73'
1978,"1st Round, Group 1",3,16,5820,1,,34'
1978,"1st Round, Group 1",3,16,787,1,,36'
1978,"1st Round, Group 1",3,16,726,1,,60'
1978,"1st Round, Group 1",3,16,6656,1,,81'
1978,"1st Round, Group 2",15,52,3814,1,,43'
1978,"1st Round, Group 3",19,10,3679,1,,42'
1978,"1st Round, Group 4",30,54,2106,-1,,43'
1978,"1st Round, Group 4",30,54,1632,1,,60'
1978,"1st Round, Group 1",7,16,3982,1,,22'
1978,"1st Round, Group 1",7,16,744,1,,37'
1978,"1st Round, Group 1",7,16,5737,1,,41'
1978,"1st Round, Group 1",3,4,787,1,,67'
1978,"1st Round, Group 2",15,13,881,1,,43'
1978,"1st Round, Group 2",15,13,5587,1,,52'
1978,"1st Round, Group 2",15,13,1773,1,,56'
1978,"1st Round, Group 2",15,13,881,1,,84'
1978,"1st Round, Group 3",1,19,5725,1,,40'
1978,"1st Round, Group 4",30,8,5641,1,,34'
1978,"1st Round, Group 4",30,8,1630,1,,44'
1978,"1st Round, Group 4",30,8,2462,1,,47'
1978,"1st Round, Group 4",30,8,2462,1,,68'
1978,"1st Round, Group 4",30,8,5642,1,,71'
1978,"1st Round, Group 3",5,10,435,1,,75'
1978,"1st Round, Group 4",37,54,6887,1,,2'
1978,"1st Round, Group 4",37,54,1592,1,,36'
1978,"1st Round, Group 4",37,54,1592,1,,39'
1978,"1st Round, Group 4",37,54,5828,1,,41'
1978,"1st Round, Group 4",37,54,1592,1,,79'
1978,"2nd Round, Group B",4,15,3447,1,,16'
1978,"2nd Round, Group B",4,15,3447,1,,71'
1978,"2nd Round, Group B",1,37,1835,1,,15'
1978,"2nd Round, Group B",1,37,1835,1,,28'
1978,"2nd Round, Group A",8,19,967,1,,6'
1978,"2nd Round, Group A",8,19,5641,1,,35'
1978,"2nd Round, Group A",8,19,5642,1,,36'
1978,"2nd Round, Group A",8,19,5642,1,,53'
1978,"2nd Round, Group A",8,19,4934,1,,79'
1978,"2nd Round, Group A",8,19,6796,1,,82'
1978,"2nd Round, Group A",2,8,37,1,,3'
1978,"2nd Round, Group A",2,8,2726,1,,27'
1978,"2nd Round, Group A",2,8,4657,1,,70'
1978,"2nd Round, Group A",2,8,6795,1,,84'
1978,"2nd Round, Group A",3,19,5820,1,,14'
1978,"2nd Round, Group B",15,37,6494,1,,65'
1978,"2nd Round, Group B",4,37,3447,1,,21'
1978,"2nd Round, Group B",4,37,6536,1,,43'
1978,"2nd Round, Group B",4,37,3447,1,,48'
1978,"2nd Round, Group B",4,37,4046,1,,50'
1978,"2nd Round, Group B",4,37,2975,1,,67'
1978,"2nd Round, Group B",4,37,4046,1,,72'
1978,"2nd Round, Group A",19,2,5857,1,,19'
1978,"2nd Round, Group A",19,2,6994,-1,,59'
1978,"2nd Round, Group A",19,2,3679,1,,66'
1978,"2nd Round, Group A",19,2,2930,1,,68'
1978,"2nd Round, Group A",19,2,3679,1,,87'
1978,"2nd Round, Group B",1,15,4799,1,,12'
1978,"2nd Round, Group B",1,15,3814,1,,45'
1978,"2nd Round, Group B",1,15,5725,1,,57'
1978,"2nd Round, Group B",1,15,5725,1,,63'
1978,"2nd Round, Group A",8,3,967,-1,,18'
1978,"2nd Round, Group A",8,3,967,1,,50'
1978,"2nd Round, Group A",8,3,2726,1,,75'
1978,3rd Place,1,3,1274,1,,38'
1978,3rd Place,1,3,4799,1,,64'
1978,3rd Place,1,3,1835,1,,72'
1978,Final Game,4,8,3447,1,,38'
1978,Final Game,4,8,4746,1,,82'
1978,Final Game,4,8,3447,1,,105'
1978,Final Game,4,8,774,1,,116'
1974,"1st Round, Group 1",2,20,981,1,,18'
1974,"1st Round, Group 1",48,46,1607,-1,,58'
1974,"1st Round, Group 1",48,46,6413,1,,72'
1974,"1st Round, Group 2",76,30,4003,1,,26'
1974,"1st Round, Group 2",76,30,3276,1,,34'
1974,"1st Round, Group 4",3,75,5978,1,,46'
1974,"1st Round, Group 4",3,75,5709,1,,52'
1974,"1st Round, Group 4",3,75,726,1,,66'
1974,"1st Round, Group 4",3,75,312,1,,79'
1974,"1st Round, Group 4",15,4,3814,1,,7'
1974,"1st Round, Group 4",15,4,6494,1,,8'
1974,"1st Round, Group 4",15,4,2863,1,,60'
1974,"1st Round, Group 4",15,4,3814,1,,62'
1974,"1st Round, Group 4",15,4,506,1,,66'
1974,"1st Round, Group 3",9,8,5642,1,,7'
1974,"1st Round, Group 3",9,8,5642,1,,86'
1974,"1st Round, Group 1",46,2,5078,1,,12'
1974,"1st Round, Group 1",46,2,1603,1,,34'
1974,"1st Round, Group 1",46,2,4658,1,,53'
1974,"1st Round, Group 1",20,48,2934,1,,55'
1974,"1st Round, Group 1",20,48,116,1,,69'
1974,"1st Round, Group 2",12,76,538,1,,8'
1974,"1st Round, Group 2",12,76,1963,1,,14'
1974,"1st Round, Group 2",12,76,6462,1,,18'
1974,"1st Round, Group 2",12,76,3415,1,,22'
1974,"1st Round, Group 2",12,76,538,1,,30'
1974,"1st Round, Group 2",12,76,863,1,,35'
1974,"1st Round, Group 2",12,76,4940,1,,61'
1974,"1st Round, Group 2",12,76,5328,1,,65'
1974,"1st Round, Group 2",12,76,538,1,,81'
1974,"1st Round, Group 4",4,3,2975,1,,19'
1974,"1st Round, Group 4",4,3,5299,-1,,35'
1974,"1st Round, Group 3",33,9,877,1,,75'
1974,"1st Round, Group 3",33,9,5224,1,,87'
1974,"1st Round, Group 4",75,15,3814,1,,17'
1974,"1st Round, Group 4",75,15,1773,1,,18'
1974,"1st Round, Group 4",75,15,6494,1,,30'
1974,"1st Round, Group 4",75,15,2604,1,,31'
1974,"1st Round, Group 4",75,15,6494,1,,34'
1974,"1st Round, Group 4",75,15,6494,1,,50'
1974,"1st Round, Group 4",75,15,3814,1,,87'
1974,"1st Round, Group 1",48,2,6328,1,,77'
1974,"1st Round, Group 2",76,1,3143,1,,12'
1974,"1st Round, Group 2",76,1,5707,1,,66'
1974,"1st Round, Group 2",76,1,6767,1,,79'
1974,"1st Round, Group 2",30,12,3395,1,,81'
1974,"1st Round, Group 2",30,12,3276,1,,88'
1974,"1st Round, Group 4",4,75,7196,1,,15'
1974,"1st Round, Group 4",4,75,2975,1,,18'
1974,"1st Round, Group 4",4,75,480,1,,55'
1974,"1st Round, Group 4",4,75,5978,1,,63'
1974,"1st Round, Group 4",4,75,7196,1,,68'
1974,"1st Round, Group 3",33,8,4786,1,,5'
1974,"1st Round, Group 3",33,8,4786,1,,45'
1974,"1st Round, Group 3",33,8,5642,1,,71'
1974,"1st Round, Group 3",33,8,3700,-1,,78'
1974,"1st Round, Group 3",33,8,1681,1,,88'
1974,"1st Round, Group 4",15,3,6494,1,,38'
1974,"1st Round, Group 4",15,3,1773,1,,44'
1974,"1st Round, Group 4",15,3,1189,1,,85'
1974,"1st Round, Group 3",10,9,1993,1,,46'
1974,"1st Round, Group 3",10,9,5969,1,,74'
1974,"1st Round, Group 3",10,9,1993,1,,77'
1974,"2nd Round, Group A",1,48,5707,1,,60'
1974,"2nd Round, Group A",8,4,1571,1,,10'
1974,"2nd Round, Group A",8,4,3700,1,,25'
1974,"2nd Round, Group A",8,4,5642,1,,73'
1974,"2nd Round, Group A",8,4,1571,1,,90'
1974,"2nd Round, Group B",12,2,981,1,,39'
1974,"2nd Round, Group B",12,2,4658,1,,82'
1974,"2nd Round, Group B",10,15,3814,1,,43'
1974,"2nd Round, Group B",2,10,1993,1,,24'
1974,"2nd Round, Group B",2,10,5078,1,,51'
1974,"2nd Round, Group B",2,10,880,1,,52'
1974,"2nd Round, Group B",2,10,5969,1,,53'
1974,"2nd Round, Group B",2,10,2624,1,,76'
1974,"2nd Round, Group B",2,10,2932,1,,89'
1974,"2nd Round, Group A",48,8,4786,1,,7'
1974,"2nd Round, Group A",48,8,5641,1,,59'
1974,"2nd Round, Group A",4,1,5707,1,,32'
1974,"2nd Round, Group A",4,1,991,1,,35'
1974,"2nd Round, Group A",4,1,3143,1,,49'
1974,"2nd Round, Group B",15,12,1773,1,,24'
1974,"2nd Round, Group B",15,12,3395,1,,43'
1974,"2nd Round, Group B",15,12,3814,1,,62'
1974,"2nd Round, Group A",4,48,6413,1,,14'
1974,"2nd Round, Group A",4,48,2975,1,,20'
1974,"2nd Round, Group A",8,1,4786,1,,50'
1974,"2nd Round, Group A",8,1,1571,1,,65'
1974,"2nd Round, Group B",15,2,4658,1,,76'
1974,"2nd Round, Group B",10,12,6462,1,,27'
1974,"2nd Round, Group B",10,12,1993,1,,29'
1974,"2nd Round, Group B",10,12,6651,1,,85'
1974,3rd Place,1,15,3814,1,,76'
1974,Final Game,8,2,4786,1,,2'
1974,Final Game,8,2,981,1,,25'
1974,Final Game,8,2,4658,1,,43'
1970,"1st Round, Group 3",6,24,3009,1,,65'
1970,"1st Round, Group 4",37,33,1762,1,,13'
1970,"1st Round, Group 4",37,33,877,1,,49'
1970,"1st Round, Group 4",37,33,2392,1,,50'
1970,"1st Round, Group 4",37,33,1418,1,,55'
1970,"1st Round, Group 4",37,33,1592,1,,73'
1970,"1st Round, Group 2",9,64,4139,1,,23'
1970,"1st Round, Group 2",9,64,4667,1,,50'
1970,"1st Round, Group 4",2,44,3182,1,,21'
1970,"1st Round, Group 4",2,44,6080,1,,56'
1970,"1st Round, Group 4",2,44,4658,1,,80'
1970,"1st Round, Group 1",14,77,6829,1,,12'
1970,"1st Round, Group 1",14,77,6829,1,,54'
1970,"1st Round, Group 1",14,77,3774,1,,79'
1970,"1st Round, Group 3",1,18,5330,1,,11'
1970,"1st Round, Group 3",1,18,5707,1,,24'
1970,"1st Round, Group 3",1,18,5251,1,,59'
1970,"1st Round, Group 3",1,18,3143,1,,61'
1970,"1st Round, Group 3",1,18,3143,1,,83'
1970,"1st Round, Group 2",3,10,1877,1,,10'
1970,"1st Round, Group 4",37,44,1592,1,,65'
1970,"1st Round, Group 4",37,44,1317,1,,67'
1970,"1st Round, Group 4",37,44,1592,1,,75'
1970,"1st Round, Group 3",24,18,5330,1,,5'
1970,"1st Round, Group 3",24,18,4782,1,,52'
1970,"1st Round, Group 3",24,18,1944,1,,75'
1970,"1st Round, Group 1",11,14,818,1,,14'
1970,"1st Round, Group 1",11,14,433,1,,57'
1970,"1st Round, Group 1",11,14,818,1,,63'
1970,"1st Round, Group 1",11,14,3477,1,,76'
1970,"1st Round, Group 1",11,14,3774,1,,86'
1970,"1st Round, Group 4",2,33,4847,1,,12'
1970,"1st Round, Group 4",2,33,3922,1,,20'
1970,"1st Round, Group 4",2,33,4658,1,,27'
1970,"1st Round, Group 4",2,33,4658,1,,52'
1970,"1st Round, Group 4",2,33,6080,1,,70'
1970,"1st Round, Group 4",2,33,4658,1,,88'
1970,"1st Round, Group 4",2,33,3595,1,,89'
1970,"1st Round, Group 3",1,6,3143,1,,59'
1970,"1st Round, Group 1",13,77,6763,1,,45'
1970,"1st Round, Group 1",13,77,6763,1,,46'
1970,"1st Round, Group 1",13,77,2315,1,,58'
1970,"1st Round, Group 1",13,77,623,1,,83'
1970,"1st Round, Group 2",10,64,6708,1,,53'
1970,"1st Round, Group 2",10,64,6333,1,,56'
1970,"1st Round, Group 4",2,37,4658,1,,19'
1970,"1st Round, Group 4",2,37,4658,1,,26'
1970,"1st Round, Group 4",2,37,4658,1,,39'
1970,"1st Round, Group 4",2,37,1592,1,,44'
1970,"1st Round, Group 3",1,24,5251,1,,19'
1970,"1st Round, Group 3",1,24,3143,1,,22'
1970,"1st Round, Group 3",1,24,1944,1,,34'
1970,"1st Round, Group 3",1,24,5251,1,,67'
1970,"1st Round, Group 3",1,24,1745,1,,84'
1970,"1st Round, Group 1",11,77,818,1,,51'
1970,"1st Round, Group 1",11,77,818,1,,74'
1970,"1st Round, Group 2",10,9,2630,1,,90'
1970,"1st Round, Group 4",33,44,2483,1,,40'
1970,"1st Round, Group 3",6,18,1448,1,,50'
1970,"1st Round, Group 1",13,14,5257,1,,14'
1970,1/4 Finals,2,6,4675,1,,31'
1970,1/4 Finals,2,6,5319,1,,49'
1970,1/4 Finals,2,6,664,1,,68'
1970,1/4 Finals,2,6,6080,1,,76'
1970,1/4 Finals,2,6,4658,1,,108'
1970,1/4 Finals,1,37,5707,1,,11'
1970,1/4 Finals,1,37,6655,1,,15'
1970,1/4 Finals,1,37,2392,1,,28'
1970,1/4 Finals,1,37,6655,1,,52'
1970,1/4 Finals,1,37,1592,1,,70'
1970,1/4 Finals,1,37,3143,1,,75'
1970,1/4 Finals,3,13,2581,1,,13'
1970,1/4 Finals,3,13,5257,-1,,25'
1970,1/4 Finals,3,13,5700,1,,63'
1970,1/4 Finals,3,13,5709,1,,70'
1970,1/4 Finals,3,13,5700,1,,76'
1970,1/4 Finals,9,11,2108,1,,116'
1970,Semifinals,3,2,882,1,,8'
1970,Semifinals,3,2,6046,1,,90'
1970,Semifinals,3,2,4658,1,,94'
1970,Semifinals,3,2,1064,1,,98'
1970,Semifinals,3,2,5700,1,,104'
1970,Semifinals,3,2,4658,1,,110'
1970,Semifinals,3,2,5709,1,,111'
1970,Semifinals,9,1,1590,1,,19'
1970,Semifinals,9,1,1461,1,,44'
1970,Semifinals,9,1,3143,1,,76'
1970,Semifinals,9,1,5707,1,,89'
1970,3rd Place,9,2,5078,1,,26'
1970,Final Game,1,3,5251,1,,18'
1970,Final Game,1,3,882,1,,37'
1970,Final Game,1,3,2478,1,,66'
1970,Final Game,1,3,3143,1,,71'
1970,Final Game,1,3,1210,1,,86'
1966,"1st Round, Group 2",2,21,2840,1,,15'
1966,"1st Round, Group 2",2,21,2760,1,,20'
1966,"1st Round, Group 2",2,21,664,1,,39'
1966,"1st Round, Group 2",2,21,664,1,,52'
1966,"1st Round, Group 2",2,21,2760,1,,77'
1966,"1st Round, Group 3",1,33,5251,1,,15'
1966,"1st Round, Group 3",1,33,2434,1,,63'
1966,"1st Round, Group 4",11,58,4124,1,,31'
1966,"1st Round, Group 4",11,58,574,1,,33'
1966,"1st Round, Group 4",11,58,4124,1,,88'
1966,"1st Round, Group 2",4,5,427,1,,65'
1966,"1st Round, Group 2",4,5,5386,1,,71'
1966,"1st Round, Group 2",4,5,427,1,,79'
1966,"1st Round, Group 1",7,13,907,1,,48'
1966,"1st Round, Group 1",7,13,2822,1,,62'
1966,"1st Round, Group 4",3,20,4312,1,,8'
1966,"1st Round, Group 4",3,20,596,1,,88'
1966,"1st Round, Group 3",17,16,3284,1,,2'
1966,"1st Round, Group 3",17,16,723,1,,60'
1966,"1st Round, Group 3",17,16,3284,1,,67'
1966,"1st Round, Group 3",17,16,6648,1,,90'
1966,"1st Round, Group 4",58,20,4189,1,,26'
1966,"1st Round, Group 4",58,20,5109,1,,88'
1966,"1st Round, Group 2",5,21,5505,1,,28'
1966,"1st Round, Group 2",5,21,5965,1,,57'
1966,"1st Round, Group 2",5,21,281,1,,75'
1966,"1st Round, Group 3",16,1,723,1,,2'
1966,"1st Round, Group 3",16,1,6655,1,,14'
1966,"1st Round, Group 3",16,1,2171,1,,64'
1966,"1st Round, Group 3",16,1,4436,1,,73'
1966,"1st Round, Group 1",9,7,1670,1,,15'
1966,"1st Round, Group 1",9,7,5736,1,,26'
1966,"1st Round, Group 1",9,7,1529,1,,31'
1966,"1st Round, Group 1",6,13,1337,1,,37'
1966,"1st Round, Group 1",6,13,3006,1,,75'
1966,"1st Round, Group 3",17,33,7029,-1,,17'
1966,"1st Round, Group 3",17,33,2129,1,,38'
1966,"1st Round, Group 3",17,33,6648,1,,81'
1966,"1st Round, Group 4",11,3,1377,1,,57'
1966,"1st Round, Group 2",4,21,427,1,,53'
1966,"1st Round, Group 2",4,21,5017,1,,81'
1966,"1st Round, Group 4",58,3,5105,1,,42'
1966,"1st Round, Group 3",17,1,6210,1,,15'
1966,"1st Round, Group 3",17,1,2129,1,,27'
1966,"1st Round, Group 3",17,1,5687,1,,73'
1966,"1st Round, Group 3",17,1,2129,1,,85'
1966,"1st Round, Group 2",2,5,2363,1,,22'
1966,"1st Round, Group 2",2,5,2066,1,,38'
1966,"1st Round, Group 2",2,5,6080,1,,84'
1966,"1st Round, Group 3",16,33,439,1,,15'
1966,"1st Round, Group 3",16,33,1653,-1,,43'
1966,"1st Round, Group 3",16,33,4436,1,,45'
1966,"1st Round, Group 3",16,33,723,1,,54'
1966,"1st Round, Group 1",6,7,3006,1,,38'
1966,"1st Round, Group 1",6,7,3006,1,,75'
1966,"1st Round, Group 4",11,20,5439,1,,28'
1966,"1st Round, Group 4",11,20,4189,1,,32'
1966,"1st Round, Group 4",11,20,5439,1,,85'
1966,1/4 Finals,2,9,2760,1,,11'
1966,1/4 Finals,2,9,664,1,,70'
1966,1/4 Finals,2,9,6080,1,,75'
1966,1/4 Finals,2,9,2760,1,,83'
1966,1/4 Finals,6,4,3009,1,,78'
1966,1/4 Finals,17,58,5109,1,,1'
1966,1/4 Finals,17,58,3913,1,,22'
1966,1/4 Finals,17,58,7188,1,,25'
1966,1/4 Finals,17,58,2129,1,,27'
1966,1/4 Finals,17,58,2129,1,,43'
1966,1/4 Finals,17,58,2129,1,,56'
1966,1/4 Finals,17,58,2129,1,,59'
1966,1/4 Finals,17,58,3284,1,,80'
1966,1/4 Finals,11,16,1377,1,,5'
1966,1/4 Finals,11,16,5439,1,,46'
1966,1/4 Finals,11,16,723,1,,57'
1966,Semifinals,2,11,2760,1,,43'
1966,Semifinals,2,11,664,1,,67'
1966,Semifinals,2,11,5439,1,,88'
1966,Semifinals,6,17,1337,1,,30'
1966,Semifinals,6,17,1337,1,,80'
1966,Semifinals,6,17,2129,1,,82'
1966,3rd Place,17,11,2129,1,,12'
1966,3rd Place,17,11,4124,1,,43'
1966,3rd Place,17,11,6648,1,,89'
1966,Final Game,6,2,2760,1,,12'
1966,Final Game,6,2,3009,1,,18'
1966,Final Game,6,2,5319,1,,78'
1966,Final Game,6,2,7068,1,,89'
1966,Final Game,6,2,3009,1,,101'
1966,Final Game,6,2,3009,1,,120'
1962,"1st Round, Group 4",4,33,2146,1,,4'
1962,"1st Round, Group 3",1,13,5251,1,,56'
1962,"1st Round, Group 2",20,21,7165,1,,6'
1962,"1st Round, Group 2",20,21,5960,1,,44'
1962,"1st Round, Group 2",20,21,5567,1,,51'
1962,"1st Round, Group 2",20,21,5960,1,,55'
1962,"1st Round, Group 1",9,28,1590,1,,19'
1962,"1st Round, Group 1",9,28,6009,1,,56'
1962,"1st Round, Group 3",18,5,6383,1,,80'
1962,"1st Round, Group 4",16,6,6595,1,,17'
1962,"1st Round, Group 4",16,6,2285,1,,60'
1962,"1st Round, Group 4",16,6,191,1,,71'
1962,"1st Round, Group 1",11,12,3112,1,,51'
1962,"1st Round, Group 1",11,12,5425,1,,83'
1962,"1st Round, Group 2",20,3,5567,1,,73'
1962,"1st Round, Group 2",20,3,6636,1,,87'
1962,"1st Round, Group 4",6,4,2285,1,,17'
1962,"1st Round, Group 4",6,4,1337,1,,42'
1962,"1st Round, Group 4",6,4,2643,1,,67'
1962,"1st Round, Group 4",6,4,5974,1,,81'
1962,"1st Round, Group 1",12,9,1107,1,,19'
1962,"1st Round, Group 1",12,9,6237,1,,25'
1962,"1st Round, Group 1",12,9,2386,1,,29'
1962,"1st Round, Group 1",12,9,3212,1,,49'
1962,"1st Round, Group 2",2,21,1023,1,,45'
1962,"1st Round, Group 2",2,21,6080,1,,59'
1962,"1st Round, Group 2",2,21,6045,1,,73'
1962,"1st Round, Group 3",5,13,5248,1,,90'
1962,"1st Round, Group 4",16,33,191,1,,1'
1962,"1st Round, Group 4",16,33,191,1,,6'
1962,"1st Round, Group 4",16,33,6595,1,,8'
1962,"1st Round, Group 4",16,33,6283,1,,12'
1962,"1st Round, Group 4",16,33,191,1,,53'
1962,"1st Round, Group 4",16,33,6272,1,,64'
1962,"1st Round, Group 4",16,33,6595,1,,70'
1962,"1st Round, Group 1",11,28,3112,1,,8'
1962,"1st Round, Group 1",11,28,1377,1,,10'
1962,"1st Round, Group 1",11,28,3112,1,,11'
1962,"1st Round, Group 1",11,28,42,1,,21'
1962,"1st Round, Group 1",11,28,5425,1,,56'
1962,"1st Round, Group 1",11,28,1479,1,,68'
1962,"1st Round, Group 1",11,28,5530,1,,72'
1962,"1st Round, Group 1",11,28,3559,1,,76'
1962,"1st Round, Group 2",2,20,6505,1,,21'
1962,"1st Round, Group 2",2,20,6080,1,,82'
1962,"1st Round, Group 3",1,5,69,1,,35'
1962,"1st Round, Group 3",1,5,284,1,,72'
1962,"1st Round, Group 3",1,5,284,1,,86'
1962,"1st Round, Group 1",11,9,4130,1,,38'
1962,"1st Round, Group 1",11,9,6009,1,,54'
1962,"1st Round, Group 1",11,9,3112,1,,89'
1962,"1st Round, Group 2",3,21,4583,1,,2'
1962,"1st Round, Group 2",3,21,1049,1,,65'
1962,"1st Round, Group 2",3,21,1049,1,,67'
1962,"1st Round, Group 3",13,18,4253,1,,1'
1962,"1st Round, Group 3",13,18,1797,1,,12'
1962,"1st Round, Group 3",13,18,1725,1,,29'
1962,"1st Round, Group 3",13,18,2877,1,,90'
1962,"1st Round, Group 1",12,28,2386,1,,20'
1962,"1st Round, Group 1",12,28,3212,1,,25'
1962,"1st Round, Group 1",12,28,2386,1,,61'
1962,"1st Round, Group 1",12,28,4388,1,,82'
1962,"1st Round, Group 1",12,28,3212,1,,87'
1962,1/4 Finals,1,6,2434,1,,31'
1962,1/4 Finals,1,6,2918,1,,38'
1962,1/4 Finals,1,6,6878,1,,53'
1962,1/4 Finals,1,6,2434,1,,59'
1962,1/4 Finals,18,16,6027,1,,13'
1962,1/4 Finals,20,11,5960,1,,11'
