id,name,dob_m,dob_d,dob_y,height_ft,height_in,position_1,position_2,image
5769,Carlos Rojas,1,1,1928,,,Midfielder,,
5770,Dario Rojas,1,20,1960,,,Goalkeeper,,
5771,Eladio Rojas,11,8,1934,,,Midfielder,,
5772,Francisco Rojas,7,22,1974,,,Defender,,
5773,Joao Rojas,6,14,1989,5,7,Forward,,
5774,José Rojas,6,23,1983,5,9,Defender,,
5775,Manuel Rojas,6,13,1954,,,Midfielder,,
5776,Oscar Rojas,11,15,1958,,,Defender,,
5777,Percy Rojas,9,16,1949,5,9,Midfielder,,
5778,Ricardo Rojas,1,26,1971,,,Defender,,
5779,Roberto Rojas,10,26,1955,,,Defender,,
5780,Marcos Rojo,3,20,1990,6,0,Defender,,
5781,Rachid Rokki,11,8,1974,,,Forward,,
5782,Rolando,8,31,1985,6,2,Defender,,
5783,Fernando Roldan,1,1,1921,,,Defender,,
5784,Wolfgang Rolff,12,26,1959,,,Midfielder,,
5785,Antonio Roma,7,13,1932,,,Goalkeeper,,
5786,Moshe Romano,5,6,1946,,,Forward,,
5787,Oleg Romantsev,1,4,1954,,,Defender,,
5788,Alaixys Romao,1,18,1984,5,10,Midfielder,,
5789,Romaric,6,4,1983,6,1,Midfielder,,
5790,Romario,1,29,1966,5,6,Forward,,
5791,Carlos Romero,9,7,1927,,,Midfielder,,
5792,Enrique Romero,6,23,1971,6,0,Defender,,
5793,Gerardo Romero,1,1,1906,,,Forward,,
5794,Jorge Romero,9,23,1937,,,Forward,,
5795,Julio Cesar Romero,8,28,1960,,,Midfielder,,
5796,Marcelo Romero,7,4,1976,5,9,Midfielder,,
5797,Pedro Romero,4,12,1937,,,Defender,,
5798,Sergio Romero,2,22,1987,6,3,Goalkeeper,,
5799,Romeu,3,26,1911,,,Forward,,
5800,Dennis Rommedahl,7,22,1978,5,10,Forward,,
5801,Jorge Romo,4,20,1923,,,Defender,,
5802,Ronaldao,6,19,1965,,,Defender,,
5803,Ronaldinho,3,21,1980,6,0,Midfielder,,
5804,Ronaldo,9,22,1976,6,0,Forward,,
5805,Jimmy Rooney,10,10,1945,,,Midfielder,,
5806,Wayne Rooney,10,24,1985,5,9,Forward,,
5807,Roque Junior,8,31,1976,6,1,Defender,,
5808,Felipe Rosas,2,5,1910,,,Midfielder,,
5809,Manuel Rosas,4,17,1912,,,Defender,,
5810,Roberto Rosato,8,18,1943,,,Defender,,
5811,Nils Rosen,5,22,1902,,,Midfielder,,
5812,Zvi Rosen,6,23,1947,,,Defender,,
5813,Markus Rosenberg,9,27,1982,6,0,Forward,,
5814,Rosendo Hernandez,3,1,1921,,,Forward,,
5815,Shmuel Rosenthal,4,22,1947,,,Defender,,
5816,Virginio Rosetta,2,25,1902,,,Defender,,
5817,Tomas Rosicky,10,4,1980,5,8,Midfielder,,
5818,Nestor Rossi,5,10,1925,,,Midfielder,,
5819,Oscar Rossi,7,27,1930,,,Midfielder,,
5820,Paolo Rossi,9,23,1956,,,Forward,,
5821,Youssef Rossi,6,28,1973,,,Defender,,
5822,Ruslan Rotan,10,29,1981,5,9,Midfielder,,
5823,Iosif Rotariu,9,27,1962,,,Defender,,
5824,Antal Roth,9,14,1960,,,Defender,,
5825,Hassan Roudbarian,7,6,1978,5,11,Goalkeeper,,
5826,Alan Rough,11,25,1951,,,Goalkeeper,,
5827,Olivier Rouyer,12,1,1955,,,Forward,,
5828,Hassan Rowshan,6,2,1955,,,Forward,,
5829,Bryan Roy,2,12,1970,,,Forward,,
5830,David Rozehnal,7,5,1980,6,3,Defender,,
5831,Francisco Rua,2,4,1911,,,Forward,,
5832,Ruben Cano,2,5,1951,,,Forward,,
5833,Rubens,11,24,1928,,,Forward,,
5834,Luis Rubinos,12,31,1940,,,Goalkeeper,,
5835,Ivo Rudic,1,24,1942,,,Defender,,
5836,Mladen Rudonja,7,26,1971,5,8,Forward,,
5837,Wojciech Rudy,10,24,1952,,,Defender,,
5838,Martin Rueda,1,9,1963,,,Defender,,
5839,Rolf Ruessmann,10,13,1950,,,Defender,,
5840,Peter Rufai,8,24,1963,,,Goalkeeper,,
5841,Wynton Rufer,12,29,1962,,,Forward,,
5842,Stéphane Ruffier,9,27,1986,6,1,Goalkeeper,,
5843,Jose Rugamas,6,5,1953,,,Midfielder,,
5844,Oscar Ruggeri,1,26,1962,,,Defender,,
5845,Rui Aguas,4,28,1960,,,Forward,,
5846,Rui Costa,3,29,1972,5,10,Midfielder,,
5847,Rui Jorge,3,27,1973,5,8,Defender,,
5848,Rui Marques,9,3,1977,6,0,Defender,,
5849,Bryan Ruiz,8,18,1985,6,2,Forward,,
5850,Jose Ruiz,1,1,1904,,,Forward,,
5851,Rodrigo Ruiz,4,14,1923,,,Defender,,
5852,Ruben Ruiz Diaz,11,11,1969,,,Goalkeeper,,
5853,Antonio Rukavina,1,26,1984,5,9,Defender,,
5854,Nikita Rukavytsya,6,22,1987,6,0,Forward,,
5855,Oldrich Rulc,3,28,1911,,,Forward,,
5856,Cesar Ruminski,6,13,1924,,,Goalkeeper,,
5857,Karl-Heinz Rummenigge,9,25,1955,,,Forward,,
5858,Eugen Rupf,4,24,2016,,,Forward,,
5859,Sigurd Rushfeldt,12,11,1972,,,Forward,,
5860,Andriy Rusol,1,16,1983,5,11,Defender,,
5861,Kurt Russ,11,23,1964,,,Defender,,
5862,Russinho,12,18,1902,,,Forward,,
5863,Albert Rust,10,10,1953,,,Goalkeeper,,
5864,Graeme Rutjes,3,26,1960,,,Defender,,
5865,Felipe Ruvalcaba,2,16,1941,,,Forward,Midfielder,
5866,Ruy,2,2,1922,,,Midfielder,,
5867,Francis Ryan,1,10,1908,,,Forward,,
5868,Matthew Ryan,4,8,1992,6,0,Goalkeeper,,
5869,Anders Rydberg,3,3,1903,,,Goalkeeper,,
5870,Ingvar Rydell,5,7,1922,,,Forward,,
5871,Chang Kil Ryoo,11,5,1940,,,Forward,,
5872,Sergei Ryzhikov,9,19,1980,6,4,Goalkeeper,,
5873,Tomasz Rzasa,3,11,1973,5,11,Midfielder,,
5874,Francisco Sa,10,25,1945,,,Defender,,
5875,Guillermo Saavedra,11,5,1903,,,Midfielder,,
5876,Hector Saavedra,4,24,2016,,,Midfielder,,
5877,Giuseppe Sabadini,3,26,1949,,,Defender,,
5878,Refik Sabanadzovic,8,2,1965,,,Midfielder,,
5879,Ioan Sabau,2,12,1968,,,Midfielder,,
5880,Abdelilah Saber,4,21,1974,,,Defender,,
5881,Mauricio Sabillon,11,11,1978,5,10,Defender,,
5882,Yozhef Sabo,2,29,1940,,,Midfielder,,
5883,Alvaro Saborio,3,25,1982,6,0,Forward,,
5884,Federico Sacchi,8,9,1936,,,Midfielder,,
5885,Naim Sadavi,6,16,1969,,,Defender,,
5886,Saddam Karim,5,26,1960,,,Forward,,
5887,Amir Hossein Sadeghi,9,6,1981,5,10,Defender,,
5888,Mohammad Sadeqi,3,17,1951,,,Midfielder,,
5889,Ayan Sadkov,9,26,1961,,,Midfielder,,
5890,Abdelhamid Sadmi,1,1,1961,,,Defender,,
5891,Sadouk Sassi,11,15,1945,,,Goalkeeper,,
5892,Robert Sadowsky,8,16,1914,,,Goalkeeper,,
5893,Salvador Sadurni,4,3,1941,,,Goalkeeper,,
5894,Andre Saeys,2,20,1911,,,Forward,,
5895,Osvaldo Saez,4,24,2016,,,Midfielder,,
5896,Frantisek Safranek,1,2,1931,,,Defender,,
5897,Bakari Sagna,2,14,1983,5,8,Defender,,
5898,Willy Sagnol,3,18,1977,5,10,Defender,,
5899,Louis Saha,8,8,1978,6,0,Forward,,
5900,Mohamed Sahil,10,11,1963,,,Forward,,
5901,Ghandi Said,1,1,1947,,,Midfielder,,
5902,Said Hussein,1,21,1958,,,Forward,,
5903,Karim Saidi,3,24,1983,6,0,Defender,,
5904,Rafik Saifi,2,7,1975,5,10,Forward,,
5905,Guy Saint-Vil,10,21,1942,,,Forward,,
5906,Roger Saint-Vil,12,8,1949,,,Forward,,
5907,Alberto Sainz,12,13,1937,,,Defender,,
5908,Renato Sainz,12,14,1899,,,Midfielder,,
5909,Manabu Saito,4,4,1990,5,6,Forward,,
5910,Toshihide Saito,4,20,1973,,,Defender,,
5911,Gotoku Sakai,3,14,1991,5,9,Defender,,
5912,Hiroki Sakai,4,12,1990,6,0,Defender,,
5913,Mamadou Sakho,2,13,1990,6,1,Defender,,
5914,Claudio Sala,9,8,1947,,,Midfielder,,
5915,Patrizio Sala,6,16,1955,,,Midfielder,,
5916,Jamal Salami,10,6,1970,,,Midfielder,,
5917,Marcelo Salas,12,24,1974,,,Forward,,
5918,Kornel Salata,1,24,1985,6,2,Defender,,
5919,Jaime Salazar,2,6,1931,,,Midfielder,,
5920,Jose Salazar,10,26,1963,,,Midfielder,,
5921,Carlos Salcido,4,2,1980,5,9,Defender,,
5922,Zoilo Saldombide,3,18,1905,,,Forward,,
5923,Hamza Saleh,4,19,1967,,,Midfielder,,
5924,Oleg Salenko,10,25,1969,,,Forward,,
5925,Jose Salgado,4,3,1966,,,Defender,,
5926,Michel Salgado,10,22,1975,5,8,Defender,,
5927,Rafael Salguero,8,10,1951,,,Defender,,
5928,Radhouane Salhi,12,18,1967,,,Goalkeeper,,
5929,Moustapha Salifou,6,1,1983,5,10,Forward,,
5930,Sejad Salihovic,10,8,1984,5,11,Midfielder,,
5931,Felix Salinas,5,11,1939,,,Defender,,
5932,Sandor Sallai,3,26,1960,,,Defender,,
5933,Edgar Salli,8,17,1992,5,4,Forward,,
5934,Sergei Salnikov,9,13,1925,,,Forward,,
5935,Dimitrios Salpingidis,8,18,1981,5,7,Forward,,
5936,Hector Salva,11,27,1939,,,Forward,,
5937,Luis Salvador,2,26,1968,,,Forward,,
5938,Sandro Salvadore,11,29,1939,,,Defender,,
5939,Mohamed Samadi,3,21,1970,,,Forward,,
5940,Georgios Samaras,2,21,1985,6,3,Forward,,
5941,Andreas Samaris,6,13,1989,6,2,Midfielder,,
5942,Aleksandr Samedov,6,19,1984,5,8,Midfielder,,
5943,Matthias Sammer,9,5,1967,,,Midfielder,,
5944,Sammir,4,23,1987,5,10,Midfielder,,
5945,Collin Samuel,8,27,1981,5,8,Forward,,
5946,Randy Samuel,12,23,1963,,,Defender,,
5947,Walter Samuel,3,23,1978,5,11,Defender,,
5948,Jack Samuels,1,1,1912,,,Defender,,
5949,Lennart Samuelsson,7,7,1924,,,Defender,,
5950,Isidoro San Jose,10,27,1955,,,Midfielder,,
5951,Daniel Sanabria,2,8,1977,5,11,Defender,,
5952,Alexis Sanchez,12,19,1988,5,6,Forward,,
5953,Alfredo Sanchez,4,24,2016,,,Midfielder,,
5954,Carlos Sánchez,3,9,1986,6,0,Midfielder,,
5955,Efrain Sanchez,2,26,1926,,,Goalkeeper,,
5956,Erwin Sanchez,10,19,1969,,,Midfielder,,
5957,Hugo Sánchez,7,11,1958,5,8,Forward,,
5958,Joel Sanchez,8,17,1974,,,Defender,,
5959,Jose Sanchez,10,8,1956,,,Midfielder,,
5960,Leonel Sanchez,4,25,1936,,,Forward,Midfielder,
5961,Oscar Sanchez,7,16,1971,,,Defender,,
5962,Oswaldo Sanchez,9,21,1973,6,0,Goalkeeper,,
5963,Raul Sanchez,10,26,1933,,,Defender,,
5964,Wellington Sanchez,6,19,1974,5,11,Midfielder,,
5965,Manuel Sanchis,5,23,1965,,,Defender,,
5966,Manuel Sanchis,3,26,1938,,,Defender,,
5967,Brent Sancho,3,13,1977,6,0,Defender,,
5968,Ebbe Sand,7,19,1972,6,0,Forward,,
5969,Roland Sandberg,12,16,1946,,,Forward,,
5970,Emil Sandoi,3,1,1965,,,Defender,,
5971,Karoly Sandor,11,29,1928,,,Forward,,
5972,Rodolfo Sandoval,10,4,1948,,,Midfielder,,
5973,Marco Antonio Sandy,8,29,1971,,,Defender,,
5974,Jose Sanfilippo,5,4,1935,,,Forward,,
5975,Siyabonga Sangweni,9,29,1981,5,11,Defender,,
5976,Goran Sankovic,6,18,1979,6,0,Defender,,
5977,Tony Sanneh,6,1,1971,6,2,Defender,,
5978,Emmanuel Sanon,6,25,1951,,,Forward,,
5979,Kenny Sansom,9,26,1958,,,Defender,,
5980,Jose Santa,9,12,1970,,,Defender,,
5981,Roque Santa Cruz,8,16,1981,6,3,Forward,,
5982,Jose Santamaria,7,31,1929,,,Defender,,
5983,Santiago Santamaria,8,22,1952,,,Forward,,
5984,Jonathan Santana,10,19,1981,5,11,Midfielder,,
5985,Ivan Santek,4,23,1932,,,Midfielder,,
5986,Santillana,8,23,1952,,,Forward,,
5987,Sergio Santin,8,6,1956,,,Midfielder,,
5988,Miguel Santoro,2,27,1942,,,Goalkeeper,,
5989,Santos,3,20,1979,5,7,Forward,,
5990,Alessandro Santos,7,20,1977,5,10,Defender,Midfielder,
5991,Hector Santos,10,29,1944,,,Goalkeeper,,
5992,Marek Sapara,7,31,1982,5,9,Midfielder,,
5993,Robert Sara,6,9,1946,,,Defender,,
5994,Pedro Sarabia,7,5,1975,5,11,Defender,,
5995,Mario Saralegui,4,24,1959,,,Midfielder,,
5996,Dimitrios Saravakos,7,26,1961,,,Forward,,
5997,Daniel Saric,8,4,1972,5,10,Defender,,
5998,Luis Saritama,10,20,1983,5,8,Midfielder,,
5999,Jorge Sarmiento,11,2,1900,,,Forward,,
6000,Juan Sarnari,1,22,1942,,,Midfielder,,
6001,Bela Sarosi,8,15,1919,,,Midfielder,,
6002,Gyorgy Sarosi,9,16,1912,,,Forward,,
6003,Laszlo Sarosi,2,27,1932,,,Defender,,
6004,Hans Sarpei,6,28,1976,5,10,Defender,,
6005,Pape Sarr,12,7,1977,5,10,Midfielder,,
6006,Ottorino Sartor,9,18,1945,,,Goalkeeper,,
6007,Ferenc Sas,1,1,1915,,,Forward,,
6008,Hasan Sas,8,1,1976,5,9,Forward,,
6009,Jose Sasia,12,27,1933,,,Forward,,
6010,Ludovic Satmareanu,2,21,1944,,,Defender,,
6011,Jesus Satrustegui,1,12,1954,,,Forward,,
6012,Enrique Saura,8,2,1954,,,Midfielder,,
6013,Nisa Saveljic,3,27,1970,,,Defender,,
6014,Dejan Savicevic,9,15,1966,,,Forward,Midfielder,
6015,Javier Saviola,12,11,1981,5,6,Forward,,
6016,Gunter Sawitzki,11,22,1932,,,Goalkeeper,,
6017,Lionel Scaloni,5,16,1978,5,11,Defender,,
6018,Hector Scarone,11,26,1898,,,Forward,,
6019,Stijn Schaars,1,11,1984,5,10,Midfielder,,
6020,Walter Schachner,2,1,1957,,,Forward,,
6021,Erich Schaedler,8,6,1949,,,Defender,,
6022,Hans Schaefer,10,19,1927,,,Forward,,
6023,Manfred Schaefer,2,12,1943,,,Defender,,
6024,Toni Schall,6,22,1907,,,Forward,,
6025,Fabian Schär,12,20,1991,6,1,Defender,,
6026,Georgy Schennikov,4,27,1991,5,10,Defender,,
6027,Adolf Scherer,5,5,1938,,,Forward,,
6028,Vladimiro Schettina,10,8,1955,,,Defender,,
6029,Juan Schiaffino,7,28,1925,,,Forward,,
6030,Angelo Schiavio,10,15,1905,,,Forward,,
6031,Gordon Schildenfeld,3,18,1985,6,3,Defender,,
6032,Salvatore Schillaci,12,1,1964,,,Forward,,
6033,Jean-Claude Schindelholz,10,11,1940,,,Forward,,
6034,Michael Schjonberg,1,19,1967,,,Defender,,
6035,Walter Schleger,9,19,1929,,,Forward,,
6036,Willi Schmaus,6,16,1911,,,Defender,,
6037,Willibald Schmaus,6,16,1911,,,Defender,,
6038,Peter Schmeichel,11,18,1963,,,Goalkeeper,,
6039,Alfred Schmidt,9,5,1935,,,Midfielder,,
6040,Kurt Schmied,6,14,1926,,,Goalkeeper,,
6041,Frantisek Schmucker,1,28,1940,,,Goalkeeper,,
6042,Carlos Schneeberger,6,21,1902,,,Forward,,
6043,Bernd Schneider,11,17,1973,5,9,Midfielder,,
6044,Morgan Schneiderlin,11,8,1989,5,11,Midfielder,,
6045,Heinz Schneiter,4,12,1935,,,Defender,,
6046,Karl-Heinz Schnellinger,3,31,1939,,,Defender,,
6047,Ruediger Schnuphase,1,23,1954,,,Midfielder,,
6048,Arie Schoemaker,11,8,1911,,,Forward,,
6049,Dirk Schoenaker,11,30,1952,,,Midfielder,,
6050,Peter Schoettel,3,26,1967,,,Defender,,
6051,Paul Scholes,11,16,1974,5,6,Midfielder,,
6052,Markus Schopp,2,22,1974,6,2,Midfielder,,
6053,Piet Schrijvers,12,15,1946,,,Goalkeeper,,
6054,Viliam Schrojf,8,2,1931,,,Goalkeeper,,
6055,Ernest Schultz,1,29,1931,,,Forward,,
6056,Willi Schulz,10,4,1938,,,Defender,,
6057,Itzhak Schum,9,1,1948,,,Midfielder,,
6058,Harald Schumacher,3,6,1954,,,Goalkeeper,,
6059,André Schürrle,10,6,1990,6,0,Midfielder,,
6060,Johnny Schuth,12,7,1941,,,Goalkeeper,,
6061,Yeshaiyahu Schwager,2,10,1946,,,Defender,,
6062,Hans Schwartz,3,1,1913,,,Defender,,
6063,Stefan Schwarz,4,18,1969,,,Defender,Midfielder,
6064,Hans-Georg Schwarzenbeck,4,3,1948,,,Defender,,
6065,Mark Schwarzer,10,6,1972,6,5,Goalkeeper,,
6066,Pirmin Schwegler,3,9,1987,5,10,Midfielder,,
6067,Bastian Schweinsteiger,8,1,1984,5,10,Midfielder,,
6068,Enzo Scifo,2,19,1966,,,Midfielder,,
6069,Gaetano Scirea,5,25,1953,,,Defender,,
6070,Alejandro Scopelli,5,12,1908,,,Forward,,
6071,Norberto Scoponi,1,13,1961,,,Goalkeeper,,
6072,Jason Scotland,2,18,1979,5,8,Forward,,
6073,Alex Scott,11,22,1937,,,Forward,,
6074,Jackie Scott,12,22,1933,,,Forward,,
6075,Laurie Scott,4,23,1917,,,Defender,,
6076,Andres Scotti,12,14,1975,6,0,Defender,,
6077,David Seaman,9,19,1963,6,3,Goalkeeper,,
6078,Frank Sechehaye,11,3,1907,,,Goalkeeper,,
6079,Clarence Seedorf,4,1,1976,5,9,Midfielder,,
6080,Uwe Seeler,11,5,1936,,,Forward,,
6081,Haris Seferovic,2,22,1992,6,1,Forward,,
6082,Joan Segarra,11,15,1927,,,Defender,,
6083,Armando Segato,5,3,1930,,,Midfielder,,
6084,Branko Segota,6,8,1961,,,Forward,,
6085,Dario Segovia,4,24,2016,,,Defender,,
6086,Wolfgang Seguin,9,14,1945,,,Midfielder,,
6087,Miguel Segura,9,2,1963,,,Goalkeeper,,
6088,Giourkas Seitaridis,6,4,1981,6,0,Defender,,
6089,Dragoslav Sekularac,11,30,1937,,,Midfielder,,
6090,Branislav Sekulic,10,29,1906,,,Forward,,
6091,Hans Selander,3,15,1945,,,Defender,,
6092,Aleksander Seliga,2,1,1980,6,1,Goalkeeper,,
6093,Arne Selmonsson,3,29,1931,,,Forward,,
6094,Franco Selvaggi,5,15,1953,,,Forward,,
6095,Tibor Selymes,5,14,1970,,,Defender,,
6096,Sergei Semak,2,27,1976,5,6,Midfielder,,
6097,Stanislav Seman,8,8,1952,,,Goalkeeper,,
6098,Andrey Semenov,3,24,1989,6,2,Defender,,
6099,Leon Semmeling,1,4,1940,,,Midfielder,,
6100,Igor Semshov,4,6,1978,5,6,Midfielder,,
6101,Yao Junior Senaya,4,19,1984,5,5,Forward,,
6102,Philippe Senderos,2,14,1985,6,2,Defender,,
6103,Karel Senecky,3,17,1919,,,Forward,,
6104,Helmut Senekowitsch,10,22,1933,,,Forward,,
6105,Dmitri Sennikov,6,24,1976,6,0,Defender,,
6106,Juan Antonio Senor,8,26,1958,,,Midfielder,,
6107,Roberto Sensini,10,12,1966,5,10,Defender,,
6108,Lucidio Sentimenti,7,1,1920,,,Goalkeeper,,
6109,Dong Myung Seo,5,4,1974,6,4,Goalkeeper,,
6110,Jung Won Seo,12,17,1970,5,7,Forward,,
6111,Ki Hyeon Seol,1,8,1979,6,0,Forward,,
6112,Gratian Sepi,12,30,1910,,,Forward,,
6113,Carlos Septien,1,18,1923,,,Forward,,
6114,Guillermo Sepulveda,2,28,1934,,,Defender,,
6115,Douglas Sequeira,8,23,1977,6,1,Midfielder,,
6116,Behnam Seraj,6,19,1971,,,Forward,,
6117,Pietro Serantoni,12,12,1916,,,Midfielder,,
6118,Viktor Serebryanikov,3,29,1940,,,Forward,Midfielder,
6119,Aldo Serena,6,25,1960,,,Forward,,
6120,Sergi,12,28,1971,5,8,Defender,,
6121,Serginho,12,23,1953,,,Forward,,
6122,Sergio,11,10,1976,5,10,Midfielder,,
6123,Sergio Conceicao,11,15,1974,5,9,Forward,,
6124,Sergio Ramos,3,30,1986,6,0,Defender,,
6125,Anthony Seric,1,15,1979,5,11,Defender,Midfielder,
6126,Genaro Sermeno,11,28,1948,,,Midfielder,,
6127,Mauricio Serna,1,22,1968,,,Midfielder,,
6128,Rolando Serrano,11,13,1938,,,Midfielder,,
6129,Jose Serrizuela,6,10,1962,,,Defender,,
6130,Raul Servin,4,29,1963,,,Defender,,
6131,Enrique Sesma,4,22,1927,,,Forward,,
6132,Karl Sesta,3,18,1906,,,Defender,,
6133,Stanislav Sestak,12,16,1982,5,10,Forward,,
6134,Milos Sestic,8,8,1956,,,Forward,,
6135,Maurice Setters,12,16,1936,,,Forward,,
6136,Dean Sewell,4,13,1972,,,Defender,,
6137,Corneel Seys,2,12,1912,,,Defender,,
6138,Lazar Sfera,4,29,1909,,,Defender,,
6139,Ciriaco Sforza,3,2,1970,,,Midfielder,,
6140,Rami Shaaban,6,30,1975,6,3,Goalkeeper,,
6141,Reza Shahroudi,2,21,1972,,,Midfielder,,
6142,Shaker Nadhum,4,13,1958,,,Defender,,
6143,Shaker Samir,2,28,1958,,,Defender,,
6144,Aleksandar Shalamanov,9,4,1941,,,Defender,,
6145,Igor Shalimov,2,2,1969,,,Midfielder,,
6146,Jiayi Shao,4,10,1980,6,1,Midfielder,,
6147,Xherdan Shaqiri,10,10,1991,5,6,Midfielder,,
6148,Abdel Sharli,4,24,2016,,,Defender,,
6149,Graeme Sharp,10,16,1960,,,Forward,,
6150,Oleg Shatov,7,29,1990,5,8,Midfielder,,
6151,Luke Shaw,7,12,1995,6,0,Defender,,
6152,Ayman Shawky,12,9,1962,,,Forward,,
6153,Alan Shearer,8,13,1970,,,Forward,,
6154,Kevin Sheedy,10,21,1959,,,Midfielder,,
6155,Oleg Shelayev,11,5,1976,5,11,Midfielder,,
6156,Ramaz Shengelia,1,1,1957,,,Forward,,
6157,John Sheridan,10,1,1964,,,Midfielder,,
6158,Teddy Sheringham,4,2,1966,6,0,Forward,,
6159,Albert Shesternyov,6,20,1941,,,Defender,,
6160,Andriy Shevchenko,9,29,1976,6,0,Forward,,
6161,Illiasu Shilla,10,26,1982,6,2,Defender,,
6162,Peter Shilton,9,18,1949,,,Goalkeeper,,
6163,Hong Gi Shin,5,4,1968,,,Defender,,
6164,Yung Kyoo Shin,3,30,1942,,,Defender,,
6165,Danny Shittu,9,2,1980,6,2,Defender,,
6166,Dani Shmulevich-Rom,11,29,1940,,,Forward,,
6167,Leonid Shmuts,10,8,1948,,,Goalkeeper,,
6168,Ali Shojaei,3,23,1953,,,Defender,,
6169,Masoud Shojaei,6,9,1984,6,0,Midfielder,,
6170,Ike Shorunmu,10,16,1967,6,1,Goalkeeper,,
6171,Ahmed Shoubeir,9,28,1961,,,Goalkeeper,,
6172,Oleksandr Shovkovskyi,1,2,1975,6,3,Goalkeeper,,
6173,Aharon Shuruk,2,24,1946,,,Midfielder,,
6174,Bohdan Shust,3,4,1986,6,2,Goalkeeper,,
6175,Cédric Si Mohamed,1,9,1985,6,0,Goalkeeper,,
6176,Samson Siasia,8,14,1967,6,3,Forward,,
6177,MacBeth Sibaya,11,25,1977,5,9,Midfielder,,
6178,Pawel Sibik,2,15,1971,5,10,Midfielder,,
6179,Georgi Sichinava,9,15,1944,,,Midfielder,,
6180,Hans Siegenthaler,1,1,1923,,,Forward,,
6181,Klaus-Dieter Sieloff,2,27,1942,,,Defender,,
6182,Jose Sierra,12,5,1968,,,Midfielder,,
6183,Michail Sifakis,9,9,1984,6,1,Goalkeeper,,
6184,Otto Siffling,8,3,1912,,,Forward,,
6185,Ben Sigmund,2,3,1981,6,1,Defender,,
6186,Giuseppe Signori,2,17,1968,,,Forward,,
6187,Vasilije Sijakovic,7,31,1929,,,Defender,,
6188,Jerry Sikhosana,6,8,1969,,,Forward,,
6189,Silas,8,27,1965,,,Midfielder,,
6190,Peter Sillett,2,1,1933,,,Defender,,
6191,Josef Silny,1,23,1902,,,Forward,,
6192,Silva,1,2,1940,,,Forward,,
6193,Alfonso Silva,3,19,1926,,,Defender,,
6194,Dario Silva,11,2,1972,5,10,Forward,,
6195,Francisco Silva,2,11,1986,5,10,Midfielder,,
6196,Hector Silva,2,1,1940,,,Forward,Midfielder,
6197,Jaime Silva,10,10,1935,,,Midfielder,,
6198,Juan Silva,8,30,1948,,,Forward,,
6199,Luis Silva,4,24,2016,,,Midfielder,,
6200,Martin Silva,3,25,1983,6,1,Goalkeeper,,
6201,Thiago Silva,9,22,1984,6,0,Defender,,
6202,Mikael Silvestre,8,9,1977,6,0,Defender,,
6203,Simao,10,31,1979,5,6,Forward,,
6204,Carmelo Simeone,9,22,1934,,,Midfielder,,
6205,Diego Simeone,4,28,1970,5,10,Midfielder,,
6206,Simeon Simeonov,4,26,1946,,,Goalkeeper,,
6207,Marko Simeunovic,12,6,1967,6,2,Goalkeeper,,
6208,Dario Simic,11,12,1975,5,10,Defender,,
6209,Augustine Simo,9,18,1978,,,Midfielder,,
6210,Simoes,12,14,1943,,,Forward,,
6211,Jacques Simon,3,25,1941,,,Forward,,
6212,Juan Simon,3,2,1960,,,Defender,,
6213,Charles Simons,6,27,1906,,,Midfielder,,
6214,Timmy Simons,12,11,1976,6,1,Midfielder,,
6215,Allan Simonsen,12,15,1952,,,Forward,,
6216,Peter Simonsen,4,17,1959,,,Midfielder,,
6217,Agne Simonsson,10,19,1935,,,Forward,,
6218,Nikita Simonyan,10,12,1926,,,Forward,,
6219,Billy Simpson,12,12,1929,,,Forward,,
6220,Fitzroy Simpson,2,26,1970,,,Midfielder,,
6221,Ladislav Simunek,10,4,1916,,,Forward,,
6222,Josip Simunic,2,18,1978,6,4,Defender,,
6223,Frank Sinclair,12,3,1971,,,Defender,,
6224,Trevor Sinclair,3,2,1973,5,9,Midfielder,,
6225,Matthias Sindelar,2,10,1903,,,Forward,,
6226,Giovanni Sio,3,31,1989,5,10,Forward,,
6227,Libor Sionko,2,1,1977,5,8,Forward,,
6228,Ferenc Sipos,12,13,1932,,,Defender,Midfielder,
6229,Nasko Sirakov,4,26,1962,,,Forward,Midfielder,
6230,Salvatore Sirigu,1,12,1987,6,3,Goalkeeper,,
6231,Moussa Sissoko,8,18,1989,6,1,Midfielder,,
6232,John Sivebaek,10,25,1961,,,Defender,,
6233,Omar Sivori,10,2,1935,,,Forward,,
6234,Didier Six,8,21,1954,,,Forward,,
6235,Gustav Sjoberg,3,23,1913,,,Goalkeeper,,
6236,Thomas Sjoberg,7,6,1952,,,Forward,,
6237,Josip Skoblar,3,12,1941,,,Forward,,
6238,Lennart Skoglund,12,24,1929,,,Forward,,
6239,Josip Skoko,12,10,1975,5,9,Midfielder,,
6240,Stefan Skoumal,11,29,1909,,,Midfielder,,
6241,Piotr Skrobowski,10,16,1961,,,Defender,,
6242,Martin Skrtel,12,15,1984,6,2,Defender,,
6243,Tomas Skuhravy,9,7,1965,,,Forward,,
6244,William Slater,4,29,1927,,,Midfielder,,
6245,Bernard Slaven,11,13,1960,,,Forward,,
6246,Islam Slimani,6,18,1988,6,1,Forward,,
6247,Kassem Slimani,1,1,1948,,,Defender,,
6248,Edhem Sljivo,3,16,1950,,,Midfielder,,
6249,Phil Slone,1,20,1907,,,Midfielder,,
6250,Chris Smalling,11,22,1989,6,5,Defender,,
