pid,cup_year,cid,jersey,played,started,captain,goals,goal_avg,yellow,red
4047,1950,21,,3,3,0,0,0.0,0,0
4048,2006,21,18,2,0,0,0,0.0,0,0
4049,2002,25,13,0,0,0,0,0.0,0,0
4050,1966,2,14,1,1,0,0,0.0,0,0
4051,1938,15,,0,0,0,0,0.0,0,0
4052,1934,23,,0,0,0,0,0.0,0,0
4053,2010,41,23,2,2,0,0,0.0,0,0
4053,2014,41,23,4,4,0,0,0.0,0,0
4054,2002,74,9,2,2,2,0,0.0,0,0
4055,1970,44,6,3,3,0,0,0.0,0,0
4056,1990,31,21,3,3,0,0,0.0,0,0
4056,1994,31,11,2,0,0,0,0.0,0,0
4057,1950,23,,3,3,0,1,0.33,0,0
4058,1978,30,16,2,1,0,0,0.0,0,0
4059,1982,5,14,1,0,0,0,0.0,0,0
4059,1986,5,4,1,1,0,0,0.0,0,0
4060,1954,9,12,0,0,0,0,0.0,0,0
4061,1938,1,,4,4,0,0,0.0,0,0
4062,1994,49,9,3,3,0,0,0.0,0,0
4063,1954,16,17,0,0,0,0,0.0,0,0
4064,1974,20,12,0,0,0,0,0.0,0,0
4065,1950,20,,1,1,0,0,0.0,0,0
4066,1958,30,11,1,1,0,0,0.0,0,0
4067,1974,46,8,3,3,0,0,0.0,1,0
4068,1954,30,8,2,2,0,0,0.0,0,0
4069,1978,15,3,6,5,0,0,0.0,1,0
4070,2006,54,21,3,2,0,0,0.0,2,0
4071,1994,50,5,4,4,0,0,0.0,1,0
4071,1998,50,5,0,0,0,0,0.0,0,0
4072,1938,15,,1,1,0,0,0.0,0,0
4073,1982,41,11,3,3,0,1,0.33,1,0
4073,1986,41,11,3,3,0,0,0.0,1,0
4074,2002,25,21,0,0,0,0,0.0,0,0
4075,2006,8,16,1,0,0,0,0.0,0,0
4076,1954,14,20,0,0,0,0,0.0,0,0
4077,1974,76,15,2,1,0,0,0.0,0,0
4078,1974,76,18,0,0,0,0,0.0,0,0
4079,2002,9,11,2,0,0,0,0.0,0,0
4080,2010,13,19,0,0,0,0,0.0,0,0
4081,1970,77,1,3,3,0,0,0.0,1,0
4082,1982,2,14,4,4,0,0,0.0,0,0
4082,1986,2,10,6,6,0,0,0.0,1,0
4083,2010,3,2,1,0,0,0,0.0,0,0
4084,1950,3,,1,1,0,0,0.0,0,0
4085,2006,21,3,3,3,0,0,0.0,1,0
4085,2010,21,3,0,0,0,0,0.0,0,0
4086,1954,3,13,2,2,0,0,0.0,0,0
4087,1974,10,15,2,1,0,0,0.0,0,0
4088,1990,10,20,1,1,0,0,0.0,0,0
4089,1938,57,,2,2,0,1,0.5,0,0
4090,1998,54,2,3,3,0,1,0.33,0,0
4090,2006,54,2,3,3,0,0,0.0,0,0
4091,1974,46,22,0,0,0,0,0.0,0,0
4092,2014,54,13,0,0,0,0,0.0,0,0
4093,1954,7,13,1,1,0,0,0.0,0,0
4094,1998,19,17,3,3,0,0,0.0,0,0
4095,1986,69,16,1,0,0,0,0.0,0,0
4096,1998,31,19,1,1,0,0,0.0,0,0
4097,2014,41,21,1,1,0,0,0.0,0,0
4098,1982,7,7,1,1,0,0,0.0,0,0
4099,1954,2,8,5,5,0,0,0.0,0,0
4100,2010,1,2,5,5,0,1,0.2,0,0
4100,2014,1,23,3,3,0,0,0.0,0,0
4101,1962,9,12,0,0,0,0,0.0,0,0
4102,1966,2,22,0,0,0,0,0.0,0,0
4102,1970,2,1,5,5,0,0,0.0,0,0
4102,1974,2,1,7,7,0,0,0.0,0,0
4102,1978,2,1,6,6,0,0,0.0,1,0
4103,1934,7,,1,1,0,0,0.0,0,0
4104,1998,23,19,3,2,0,0,0.0,0,0
4105,2002,15,12,1,1,0,0,0.0,1,0
4106,1954,18,18,0,0,0,0,0.0,0,0
4107,1982,15,10,7,7,0,1,0.14,1,0
4107,1986,15,10,4,4,0,0,0.0,0,0
4108,1990,31,20,5,5,0,0,0.0,0,0
4109,2002,7,7,1,1,0,0,0.0,0,0
4109,2006,7,6,7,7,0,0,0.0,2,0
4110,2006,35,11,1,1,0,0,0.0,0,0
4111,2010,31,11,3,2,0,0,0.0,0,0
4111,2014,31,11,1,0,0,0,0.0,0,0
4112,1974,76,14,3,2,0,0,0.0,0,0
4113,1982,37,18,0,0,0,0,0.0,0,0
4114,1954,18,9,0,0,0,0,0.0,0,0
4115,1970,10,15,0,0,0,0,0.0,0,0
4116,1998,60,2,2,2,0,0,0.0,1,0
4117,1982,61,11,1,1,0,0,0.0,0,0
4118,1978,3,6,1,1,0,0,0.0,0,0
4119,1962,3,5,2,2,0,0,0.0,0,0
4120,1990,3,7,7,7,0,0,0.0,0,0
4120,1994,3,5,7,7,4,0,0.0,1,0
4120,1998,3,3,5,5,5,0,0.0,2,0
4120,2002,3,3,4,4,4,0,0.0,0,0
4121,1950,68,,1,1,0,0,0.0,0,0
4122,2010,49,22,0,0,0,0,0.0,0,0
4123,2006,70,11,1,0,0,0,0.0,0,0
4124,1966,11,19,5,5,0,3,0.6,0,0
4125,2006,7,7,6,6,0,0,0.0,1,0
4125,2010,7,15,3,1,0,1,0.33,0,0
4126,1986,30,3,2,2,0,0,0.0,1,0
4126,1990,30,6,3,3,0,0,0.0,0,0
4127,2006,70,10,3,3,0,0,0.0,1,0
4128,1974,76,8,3,3,0,0,0.0,0,0
4129,1998,27,18,0,0,0,0,0.0,0,0
4130,1962,11,16,2,2,0,1,0.5,0,0
4131,1990,3,18,0,0,0,0,0.0,0,0
4132,1994,4,21,2,0,0,0,0.0,0,0
4133,2010,7,16,0,0,0,0,0.0,0,0
4134,2014,42,23,0,0,0,0,0.0,0,0
4135,2014,41,20,3,3,0,0,0.0,0,0
4136,2010,31,20,0,0,0,0,0.0,0,0
4137,2014,27,17,2,2,0,2,1.0,0,0
4138,1950,1,,4,4,0,1,0.25,0,0
4139,1970,9,10,6,6,0,1,0.17,1,0
4140,1978,3,7,0,0,0,0,0.0,0,0
4141,1966,1,12,1,1,0,0,0.0,0,0
4142,2014,7,13,0,0,0,0,0.0,0,0
4143,1970,2,21,0,0,0,0,0.0,0,0
4144,2014,49,2,4,4,0,0,0.0,0,0
4145,1966,9,3,4,4,0,0,0.0,0,0
4146,2006,17,18,7,6,0,2,0.29,2,0
4147,1950,6,,2,2,0,1,0.5,0,0
4148,1930,1,,0,0,0,0,0.0,0,0
4149,2014,49,4,4,4,0,0,0.0,1,0
4150,1994,49,4,1,1,0,0,0.0,1,0
4151,1990,5,20,1,1,0,0,0.0,0,0
4152,1962,11,9,0,0,0,0,0.0,0,0
4153,2002,34,17,7,1,0,3,0.43,1,0
4154,1934,65,,0,0,0,0,0.0,0,0
4155,1982,41,16,3,3,0,0,0.0,1,0
4155,1986,41,16,3,3,0,0,0.0,1,0
4156,2010,41,6,0,0,0,0,0.0,0,0
4157,1998,54,7,2,0,0,0,0.0,0,0
4158,1950,10,,0,0,0,0,0.0,0,0
4159,1974,76,10,3,3,3,0,0.0,1,0
4160,1974,9,18,3,3,0,0,0.0,1,0
4161,2006,63,9,2,0,0,0,0.0,0,0
4162,1954,12,14,0,0,0,0,0.0,0,0
4163,1974,46,10,0,0,0,0,0.0,0,0
4164,1966,17,15,0,0,0,0,0.0,0,0
4165,1970,77,14,1,1,0,0,0.0,0,0
4166,1986,13,4,0,0,0,0,0.0,0,0
4167,1978,37,3,6,6,0,0,0.0,1,0
4168,2006,22,15,1,0,0,0,0.0,0,0
4169,1930,37,,1,1,1,0,0.0,0,0
4170,1982,62,6,3,3,3,0,0.0,1,0
4171,1982,4,10,5,5,0,2,0.4,1,1
4171,1986,4,10,7,7,7,5,0.71,1,0
4171,1990,4,10,7,7,7,0,0.0,2,0
4171,1994,4,10,2,2,2,1,0.5,0,0
4172,1994,49,12,2,1,0,0,0.0,0,0
4173,1978,5,15,0,0,0,0,0.0,0,0
4174,1970,33,18,2,1,0,0,0.0,0,0
4175,1954,7,12,2,2,0,0,0.0,0,0
4175,1958,7,12,5,5,0,0,0.0,0,0
4176,1978,5,17,3,3,0,0,0.0,0,0
4177,1966,5,9,1,1,0,0,0.0,0,0
4178,2014,1,6,6,6,0,0,0.0,0,0
4179,1954,7,7,1,1,1,0,0.0,0,0
4179,1958,7,6,1,1,1,0,0.0,0,0
4180,1994,3,12,3,2,0,0,0.0,0,0
4181,2006,5,4,1,1,0,0,0.0,1,0
4181,2010,5,4,3,0,0,0,0.0,0,0
4182,1990,29,19,4,4,0,0,0.0,2,0
4183,2010,3,12,3,2,0,0,0.0,0,0
4184,2010,3,15,2,2,0,0,0.0,0,0
4184,2014,3,8,3,3,0,1,0.33,0,1
4185,1994,1,15,7,7,0,1,0.14,0,0
4186,2006,63,23,0,0,0,0,0.0,0,0
4187,1970,1,6,2,1,0,0,0.0,0,0
4187,1974,1,16,0,0,0,0,0.0,0,0
4188,2002,1,1,7,7,0,0,0.0,0,0
4189,1966,20,12,3,3,0,2,0.67,1,0
4190,2006,63,2,0,0,0,0,0.0,0,0
4191,2006,5,16,3,2,0,0,0.0,0,0
4192,1934,5,,1,1,0,0,0.0,0,0
4193,2006,18,3,0,0,0,0,0.0,0,0
4194,2006,21,5,2,0,0,0,0.0,0,0
4195,1998,20,5,4,4,0,0,0.0,0,0
4196,1950,3,,1,1,0,0,0.0,0,0
4196,1954,3,15,1,1,0,0,0.0,0,0
4197,1974,12,1,6,6,0,0,0.0,0,0
4198,1998,27,11,4,1,0,0,0.0,0,0
4199,2002,29,3,3,3,0,0,0.0,1,0
4199,2006,29,3,3,3,3,0,0.0,2,0
4200,2010,20,23,0,0,0,0,0.0,0,0
4201,2010,2,21,2,0,0,0,0.0,0,0
4202,1990,29,15,0,0,0,0,0.0,0,0
4203,1982,6,11,5,5,0,1,0.2,1,0
4204,1998,24,15,4,1,0,0,0.0,0,0
4205,1974,1,6,7,7,0,0,0.0,1,0
4206,1974,1,3,7,7,4,0,0.0,2,0
4207,1982,3,11,5,2,0,0,0.0,1,0
4208,2006,63,22,0,0,0,0,0.0,0,0
4209,1970,77,3,3,3,3,0,0.0,1,0
4210,1962,4,14,0,0,0,0,0.0,0,0
4211,1930,12,,3,3,0,1,0.33,0,0
4212,1966,11,20,1,1,0,0,0.0,0,0
4213,1934,16,,2,2,0,0,0.0,0,0
4214,1986,33,13,2,2,0,0,0.0,1,0
4215,1986,33,14,1,1,0,0,0.0,0,0
4216,1962,12,5,6,6,0,0,0.0,0,0
4217,2002,43,20,0,0,0,0,0.0,0,0
4218,1982,41,18,0,0,0,0,0.0,0,0
4218,1986,41,8,2,2,0,0,0.0,0,0
4219,1990,3,14,0,0,0,0,0.0,0,0
4220,2002,13,4,4,4,4,0,0.0,0,1
4220,2006,13,4,4,4,4,1,0.25,2,0
4220,2010,13,4,4,4,2,1,0.25,1,0
4220,2014,13,4,4,4,4,1,0.25,2,0
4221,1998,2,11,1,0,0,0,0.0,0,0
4222,1970,14,14,0,0,0,0,0.0,0,0
4223,1934,1,,1,1,1,0,0.0,0,0
4223,1938,1,,3,3,3,0,0.0,0,0
4224,1986,6,5,1,1,0,0,0.0,1,0
4225,1954,30,1,2,2,0,0,0.0,0,0
4226,1990,5,6,4,4,0,0,0.0,0,0
4227,1934,23,,0,0,0,0,0.0,0,0
4228,2014,40,20,0,0,0,0,0.0,0,0
4229,2002,29,5,3,3,0,0,0.0,1,0
4229,2006,29,5,1,1,0,0,0.0,0,0
4230,2014,28,21,3,2,0,2,0.67,0,0
4231,2010,5,20,1,0,0,0,0.0,0,0
4231,2014,5,4,1,1,0,0,0.0,0,0
4232,1978,13,12,2,2,0,0,0.0,0,0
4233,1970,77,9,2,2,0,0,0.0,0,0
4234,2014,62,10,1,0,0,0,0.0,0,0
4235,2014,62,16,0,0,0,0,0.0,0,0
4236,1954,13,4,1,1,0,0,0.0,0,0
4237,1990,9,17,1,1,0,0,0.0,0,0
4238,2010,62,15,3,1,0,0,0.0,0,0
4239,1950,9,,0,0,0,0,0.0,0,0
4239,1954,9,3,5,5,2,0,0.0,0,0
4239,1962,9,14,0,0,0,0,0.0,0,0
4240,2010,32,9,2,0,0,0,0.0,0,0
4241,2014,8,4,6,5,0,0,0.0,2,0
4242,1938,45,,0,0,0,0,0.0,0,0
4243,1978,16,12,3,2,0,0,0.0,1,0
4243,1982,16,2,3,3,0,0,0.0,0,0
4244,1998,6,13,0,0,0,0,0.0,0,0
4244,2002,6,13,0,0,0,0,0.0,0,0
4245,1962,4,3,3,3,0,0,0.0,0,0
4245,1966,4,7,4,4,0,0,0.0,0,0
4246,2002,52,14,0,0,0,0,0.0,0,0
4247,1966,4,21,4,4,0,0,0.0,0,0
4248,1994,44,14,0,0,0,0,0.0,0,0
4249,2006,4,8,5,5,0,0,0.0,2,0
4249,2010,4,14,4,4,4,0,0.0,2,0
4249,2014,4,14,7,7,0,0,0.0,1,0
4250,1930,9,,3,3,0,0,0.0,0,0
4251,1930,7,,2,2,0,2,1.0,0,0
4252,1962,3,8,1,1,0,0,0.0,0,0
4253,1962,18,14,1,1,0,1,1.0,0,0
4254,1934,3,,0,0,0,0,0.0,0,0
4254,1938,3,,0,0,0,0,0.0,0,0
4255,2010,43,3,3,2,0,0,0.0,1,0
4256,1998,43,6,2,1,0,0,0.0,0,0
4257,1958,11,12,0,0,0,0,0.0,0,0
4257,1962,11,2,0,0,0,0,0.0,0,0
4258,1958,11,15,0,0,0,0,0.0,0,0
4258,1962,11,7,4,4,0,0,0.0,0,0
4259,1974,9,3,3,1,1,0,0.0,1,0
4260,1982,18,19,2,0,0,0,0.0,0,0
4261,1958,18,5,4,4,0,0,0.0,0,0
4261,1962,18,6,6,6,0,1,0.17,0,0
4262,1934,65,,1,1,0,0,0.0,0,0
4263,1950,9,,3,3,0,0,0.0,0,0
4263,1954,9,1,5,5,0,0,0.0,0,0
4264,2006,50,19,1,0,0,0,0.0,0,0
4265,1974,76,6,3,2,0,0,0.0,0,0
4266,1982,3,17,0,0,0,0,0.0,0,0
4266,1994,3,19,6,3,0,1,0.17,1,0
4267,1990,31,4,2,2,0,0,0.0,2,1
4268,1978,30,7,1,1,0,0,0.0,0,0
4269,2002,23,4,3,3,0,0,0.0,2,0
4269,2006,23,4,2,2,0,0,0.0,0,1
4270,1974,15,14,7,7,0,0,0.0,0,0
4271,1978,15,11,4,4,0,0,0.0,0,0
4272,2010,5,13,1,0,0,0,0.0,0,0
4272,2014,5,13,1,0,0,1,1.0,0,0
4273,1982,66,7,3,1,0,0,0.0,1,0
4274,2010,56,23,1,0,0,0,0.0,0,0
4275,2002,3,23,1,0,0,0,0.0,0,0
4275,2006,3,23,4,3,0,2,0.5,0,1
4276,2006,63,11,3,3,0,0,0.0,0,0
4277,1990,24,15,1,0,0,0,0.0,0,0
4278,1954,30,17,0,0,0,0,0.0,0,0
4279,1966,16,13,2,2,0,0,0.0,0,0
4280,2006,8,4,3,3,0,0,0.0,1,0
4280,2010,8,4,6,6,0,0,0.0,1,0
4281,2002,23,11,3,2,0,1,0.33,0,0
4282,1954,21,6,0,0,0,0,0.0,0,0
4283,2010,31,21,1,1,0,0,0.0,0,0
4283,2014,31,21,2,2,0,1,0.5,0,0
4284,2010,41,13,3,3,0,0,0.0,0,0
4285,1970,9,3,6,6,0,0,0.0,0,0
4286,1958,16,2,4,4,0,0,0.0,0,0
4286,1962,16,2,4,4,0,0,0.0,0,0
4286,1966,16,3,4,4,0,0,0.0,0,0
4287,2002,35,3,4,4,0,0,0.0,0,0
4288,2010,35,8,4,4,0,0,0.0,1,0
4289,1982,2,18,2,0,0,0,0.0,0,0
4289,1986,2,8,7,7,0,1,0.14,2,0
4289,1990,2,10,7,7,7,4,0.57,1,0
4289,1994,2,10,5,5,5,1,0.2,0,0
4289,1998,2,8,4,3,0,0,0.0,2,0
4290,1950,6,,1,1,0,0,0.0,0,0
4290,1954,6,7,2,2,0,0,0.0,0,0
4291,1930,7,,3,3,0,0,0.0,0,0
4291,1934,7,,1,1,0,0,0.0,0,0
4291,1938,7,,2,2,2,0,0.0,0,0
4292,1962,3,12,1,1,0,0,0.0,0,0
4293,2014,7,14,5,5,0,1,0.2,1,0
4294,1962,12,15,1,1,0,0,0.0,0,0
4295,2002,15,22,0,0,0,0,0.0,0,0
4296,1982,15,8,6,6,0,0,0.0,0,0
4296,1986,15,6,3,3,0,0,0.0,0,0
4297,1954,1,17,1,1,0,0,0.0,0,0
4298,1986,1,16,0,0,0,0,0.0,0,0
4298,1990,1,21,4,4,0,0,0.0,1,0
4299,1954,1,15,0,0,0,0,0.0,0,0
4299,1958,1,16,0,0,0,0,0.0,0,0
4299,1962,1,3,6,6,6,0,0.0,0,0
4300,1994,1,5,7,7,0,0,0.0,1,0
4301,1954,21,19,0,0,0,0,0.0,0,0
4302,2010,56,22,0,0,0,0,0.0,0,0
4303,2014,7,12,1,0,0,0,0.0,0,0
4304,2014,1,14,1,1,0,0,0.0,0,0
4305,1950,20,,1,1,0,0,0.0,0,0
4306,1958,22,1,1,1,0,0,0.0,0,0
4307,1990,65,14,0,0,0,0,0.0,0,0
4308,1982,66,14,3,3,0,0,0.0,0,0
4309,1990,1,18,0,0,0,0,0.0,0,0
4309,1994,1,17,6,4,0,0,0.0,2,0
4310,1978,15,2,1,0,0,0,0.0,0,0
4311,1966,9,1,4,4,0,0,0.0,0,0
4311,1970,9,1,6,6,0,0,0.0,0,0
4311,1974,9,1,3,3,2,0,0.0,0,0
4312,1966,3,14,3,3,0,1,0.33,0,0
4312,1970,3,15,6,6,0,0,0.0,0,0
4312,1974,3,7,3,3,0,0,0.0,0,0
4313,2010,31,19,3,3,0,0,0.0,2,0
4313,2014,31,17,3,3,0,0,0.0,1,0
4314,1982,31,8,3,3,0,1,0.33,0,0
4315,1982,31,7,3,3,0,0,0.0,0,0
4316,1998,31,10,3,3,0,1,0.33,0,0
4316,2002,31,10,3,3,0,1,0.33,0,0
4317,1990,31,8,4,4,0,0,0.0,2,0
4317,1994,31,8,2,2,0,0,0.0,1,0
4318,1990,38,4,5,5,2,0,0.0,0,0
4319,1958,6,1,4,4,0,0,0.0,0,0
4320,1990,30,20,0,0,0,0,0.0,0,0
4321,1994,38,21,4,1,0,0,0.0,0,0
4321,2002,38,7,2,1,0,0,0.0,1,0
4322,1986,30,16,2,0,0,0,0.0,0,0
4323,1998,23,20,2,2,0,1,0.5,0,0
4323,2002,23,20,5,5,0,2,0.4,0,0
4323,2006,23,20,3,3,0,0,0.0,0,0
4324,1990,30,16,3,3,0,1,0.33,0,0
4325,1998,43,17,3,3,0,1,0.33,0,0
4325,2002,43,17,3,3,0,1,0.33,1,0
4326,1982,39,12,5,5,0,0,0.0,0,0
4326,1986,39,18,0,0,0,0,0.0,0,0
4327,1982,61,19,0,0,0,0,0.0,0,0
4328,1990,30,9,3,1,0,0,0.0,0,0
4329,1958,30,7,0,0,0,0,0.0,0,0
4330,1982,39,4,5,5,0,0,0.0,0,0
4330,1986,39,6,3,3,0,0,0.0,0,0
4331,1958,39,15,0,0,0,0,0.0,0,0
4332,1982,6,10,0,0,0,0,0.0,0,0
4333,1986,39,5,3,3,0,0,0.0,0,0
4334,1954,6,14,2,2,0,0,0.0,0,0
4335,1930,23,,3,3,0,1,0.33,0,0
4336,2010,61,15,0,0,0,0,0.0,0,0
4337,1994,38,17,0,0,0,0,0.0,0,0
4338,2014,46,19,3,2,0,0,0.0,0,0
4339,1974,30,3,3,3,0,0,0.0,0,0
4339,1982,30,2,2,1,1,0,0.0,0,0
4340,1990,38,7,5,5,3,0,0.0,1,0
4340,1994,38,5,4,4,0,0,0.0,0,0
4341,1958,39,10,5,5,0,0,0.0,0,0
4342,1982,39,10,5,5,0,0,0.0,1,0
4342,1986,39,8,3,3,3,0,0.0,1,0
4343,1950,23,,3,3,1,0,0.0,0,0
4344,1990,30,14,1,1,0,0,0.0,0,0
4345,1982,61,12,3,3,0,0,0.0,0,0
4346,2014,46,17,2,2,0,0,0.0,0,0
4347,1990,30,17,2,1,0,0,0.0,0,0
4348,1998,30,17,1,0,0,0,0.0,0,0
4349,1998,30,6,2,0,0,0,0.0,0,0
4350,1934,23,,1,1,0,0,0.0,0,0
4351,1982,30,13,1,0,0,0,0.0,0,0
4351,1986,30,5,1,1,0,0,0.0,0,0
4351,1990,30,2,3,3,0,0,0.0,0,0
4352,1990,30,10,2,2,0,0,0.0,1,0
4353,1990,38,21,2,0,0,0,0.0,0,0
4353,1994,38,19,0,0,0,0,0.0,0,0
4354,1990,6,16,4,3,0,0,0.0,1,0
4355,1998,6,11,1,0,0,0,0.0,0,0
4356,1958,39,3,5,5,0,0,0.0,0,0
4357,1954,30,22,0,0,0,0,0.0,0,0
4358,1986,39,20,0,0,0,0,0.0,0,0
4359,1998,30,2,2,1,0,0,0.0,0,0
4360,1958,39,11,5,5,0,5,1.0,0,0
4361,1990,30,19,3,3,0,0,0.0,1,0
4362,1974,30,21,0,0,0,0,0.0,0,0
4362,1978,30,5,0,0,0,0,0.0,0,0
4363,1986,30,11,1,1,0,0,0.0,0,0
4363,1990,30,5,3,2,0,0,0.0,0,0
4364,1934,3,,5,5,0,2,0.4,0,0
4364,1938,3,,4,4,4,1,0.25,0,0
4365,1954,2,9,1,1,0,0,0.0,0,0
4366,2010,20,17,3,3,0,0,0.0,2,0
4366,2014,20,17,4,4,0,0,0.0,0,0
4367,1990,29,7,3,0,0,1,0.33,0,0
4367,2002,29,17,2,0,0,0,0.0,0,0
4368,2010,13,22,0,0,0,0,0.0,0,0
4369,1978,13,20,0,0,0,0,0.0,0,0
4370,1994,4,11,2,0,0,0,0.0,0,0
4371,1986,41,5,2,2,0,0,0.0,0,0
4372,2010,41,18,0,0,0,0,0.0,0,0
4372,2014,41,12,3,3,0,0,0.0,0,0
4373,2014,59,18,2,1,0,0,0.0,1,0
4374,1994,14,2,2,1,0,0,0.0,0,0
4375,1958,53,7,4,4,0,1,0.25,0,0
4376,1938,72,,1,1,1,0,0.0,0,0
4377,1954,14,6,2,2,0,0,0.0,0,0
4378,1982,14,4,4,4,2,0,0.0,1,0
4379,1986,41,20,2,2,0,0,0.0,0,0
4380,2014,21,18,4,3,0,1,0.25,0,0
4381,1954,34,15,0,0,0,0,0.0,0,0
4382,1954,21,20,2,2,0,0,0.0,0,0
4382,1962,21,11,1,1,0,0,0.0,0,0
4383,2010,17,16,4,4,0,1,0.25,0,0
4383,2014,17,16,2,2,0,0,0.0,0,0
4384,2006,42,12,2,2,0,0,0.0,0,0
4385,2014,28,15,4,1,0,0,0.0,0,0
4386,1930,13,,1,1,0,0,0.0,0,0
4387,1994,68,8,3,3,0,0,0.0,0,0
4388,1962,12,17,2,2,0,1,0.5,0,0
4389,1998,52,12,0,0,0,0,0.0,0,0
4389,2002,52,21,2,2,0,0,0.0,1,0
4390,1950,10,,2,2,0,1,0.5,0,0
4390,1958,10,20,2,2,0,0,0.0,0,0
4391,2002,10,2,4,4,0,0,0.0,0,0
4391,2006,10,3,4,4,4,0,0.0,0,0
4392,2006,52,23,0,0,0,0,0.0,0,0
4393,1930,9,,0,0,0,0,0.0,0,0
4394,2014,20,2,4,4,0,0,0.0,2,0
4395,1950,68,,0,0,0,0,0.0,0,0
4396,1986,41,9,2,1,0,0,0.0,0,0
4397,1962,16,15,0,0,0,0,0.0,0,0
4398,2002,40,19,3,3,0,1,0.33,0,0
4398,2006,40,8,4,4,0,0,0.0,1,0
4398,2014,40,8,1,0,0,0,0.0,0,0
4399,2002,9,2,1,1,0,0,0.0,1,0
4400,2006,13,16,4,4,0,0,0.0,0,0
4401,1962,9,4,3,3,0,0,0.0,0,0
4402,1954,9,20,1,1,0,0,0.0,0,0
4403,1930,68,,2,2,2,0,0.0,0,0
4404,1970,77,19,2,1,0,0,0.0,1,0
4405,1970,77,4,2,1,0,0,0.0,0,0
4406,2002,5,16,3,1,0,1,0.33,0,0
4407,1978,13,6,3,2,0,0,0.0,0,0
4408,2006,63,14,3,3,0,0,0.0,1,0
4409,1990,28,21,0,0,0,0,0.0,0,0
4409,1994,28,3,1,1,0,0,0.0,0,0
4410,1986,22,11,4,4,0,0,0.0,1,0
4411,2010,62,23,2,2,0,0,0.0,0,0
4412,1958,4,9,3,3,0,1,0.33,0,0
4413,1962,1,17,0,0,0,0,0.0,0,0
4414,1962,3,11,2,2,0,0,0.0,0,0
4415,2006,36,5,4,4,0,0,0.0,1,0
4415,2010,36,5,4,4,4,0,0.0,2,0
4416,2010,36,8,3,3,0,0,0.0,1,0
4416,2014,36,19,3,3,0,0,0.0,0,0
4417,1990,8,22,0,0,0,0,0.0,0,0
4418,1990,23,1,3,3,0,0,0.0,1,0
4418,1994,23,1,4,4,4,0,0.0,0,0
4418,2002,23,19,0,0,0,0,0.0,0,0
4419,1966,13,17,2,2,0,0,0.0,0,0
4420,2002,13,13,3,1,0,0,0.0,0,0
4421,1954,14,11,2,2,2,0,0.0,0,0
4422,1966,3,15,1,1,0,0,0.0,0,0
4423,1954,6,1,3,3,0,0,0.0,0,0
4424,1986,44,11,2,2,0,0,0.0,0,0
4425,1998,6,15,1,0,0,0,0.0,0,0
4426,2014,14,14,5,3,0,1,0.2,0,0
4427,2006,2,17,6,6,0,0,0.0,0,0
4427,2010,2,17,7,7,0,0,0.0,0,0
4427,2014,2,17,6,4,0,0,0.0,0,0
4428,1982,41,5,3,3,0,0,0.0,0,0
4429,2010,41,20,1,0,0,0,0.0,0,0
4429,2014,41,6,2,2,0,0,0.0,1,0
4430,2002,29,18,0,0,0,0,0.0,0,0
4430,2006,29,1,0,0,0,0,0.0,0,0
4431,1962,11,17,3,3,0,0,0.0,0,0
4432,1974,12,22,0,0,0,0,0.0,0,0
4433,2006,4,19,3,1,0,1,0.33,0,0
4433,2010,4,10,5,5,1,0,0.0,0,0
4433,2014,4,10,7,7,7,4,0.57,0,0
4434,1982,19,16,0,0,0,0,0.0,0,0
4435,1978,16,21,1,1,0,0,0.0,0,0
4435,1982,16,1,3,3,0,0,0.0,0,0
4436,1962,16,3,4,4,0,0,0.0,0,0
4436,1966,16,5,4,4,0,2,0.5,0,0
4437,1966,33,12,0,0,0,0,0.0,0,0
4438,1962,11,18,1,1,0,0,0.0,0,0
4438,1966,11,16,2,2,0,0,0.0,0,0
4438,1970,11,18,0,0,0,0,0.0,0,0
4439,2002,31,13,0,0,0,0,0.0,0,0
4440,2002,2,21,7,7,0,0,0.0,0,0
4440,2006,2,21,6,6,0,0,0.0,2,0
4441,1954,2,11,0,0,0,0,0.0,0,0
4442,1990,31,10,5,5,0,0,0.0,0,0
4442,1994,31,10,3,3,0,0,0.0,0,0
4443,2002,52,7,2,0,0,0,0.0,0,0
4444,1974,76,16,0,0,0,0,0.0,0,0
4445,2002,25,15,0,0,0,0,0.0,0,0
4446,1986,5,21,5,5,0,0,0.0,1,0
4446,1990,5,21,4,4,0,4,1.0,0,0
4447,1978,7,11,2,2,0,0,0.0,1,0
4448,2010,13,23,0,0,0,0,0.0,0,0
4449,1938,8,,0,0,0,0,0.0,0,0
4450,2010,1,6,5,5,0,0,0.0,1,0
4451,2002,7,22,2,1,0,0,0.0,0,0
4452,1970,37,6,4,4,0,0,0.0,0,0
4453,1970,18,3,3,3,0,0,0.0,0,0
4454,2014,14,12,0,0,0,0,0.0,0,0
4455,2006,17,13,6,6,0,0,0.0,1,0
4455,2010,17,13,1,1,0,0,0.0,0,0
4456,1978,5,13,3,3,0,0,0.0,0,0
4456,1982,5,22,0,0,0,0,0.0,0,0
4457,1978,5,5,2,2,0,0,0.0,0,0
4458,1950,9,,4,4,0,5,1.25,0,0
4458,1954,9,9,3,3,0,3,1.0,0,0
4459,1930,12,,3,3,0,0,0.0,0,0
4460,1950,12,,1,1,0,0,0.0,0,0
4461,1998,12,11,4,4,0,1,0.25,0,0
4462,1994,24,14,4,3,0,0,0.0,1,0
